ID,person_age,person_gender,person_education,person_income,person_emp_exp,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,home_MORTGAGE,home_OTHER,home_OWN,home_RENT,intent_DEBTCONSOLIDATION,intent_EDUCATION,intent_HOMEIMPROVEMENT,intent_MEDICAL,intent_PERSONAL,intent_VENTURE,loan_status
3545,0.064516129032258,1,0.5,0.0020630450093885,0.056,0.1014492753623188,0.3909465020576131,0.2727272727272727,0.2142857142857142,0.5304347826086957,0,0,0,0,1,0,0,0,0,0,1,1
12429,0.0483870967741935,1,0.5,0.004044480245847,0.04,0.1594202898550724,0.1591220850480109,0.2424242424242424,0.0357142857142857,0.3326086956521739,1,0,0,0,1,1,0,0,0,0,0,0
6407,0.0161290322580645,1,0.0,0.0061952522854212,0.0,0.4202898550724637,0.3820301783264746,0.4393939393939393,0.0,0.5195652173913043,0,0,0,0,1,1,0,0,0,0,0,1
5170,0.032258064516129,1,0.75,0.007534236481487,0.024,0.5652173913043478,0.3401920438957476,0.4848484848484848,0.0357142857142857,0.5434782608695652,0,0,0,0,1,0,0,0,0,0,1,1
2785,0.0161290322580645,1,0.0,0.0077935247719722,0.016,0.7407536231884058,0.7037037037037037,0.6212121212121211,0.0357142857142857,0.5695652173913044,0,0,0,0,1,0,1,0,0,0,0,1
8022,0.0725806451612903,1,0.25,0.0126586906900627,0.048,0.5072463768115942,0.3737997256515774,0.2727272727272727,0.1428571428571428,0.4021739130434782,1,0,0,0,1,0,1,0,0,0,0,0
4024,0.032258064516129,1,0.0,0.0061955303425691,0.016,0.2753623188405797,0.2887517146776406,0.2878787878787878,0.0357142857142857,0.5673913043478261,1,0,0,0,1,0,0,0,1,0,0,0
20719,0.0403225806451612,1,0.25,0.0173735667196736,0.0,0.5652173913043478,0.1687242798353909,0.2272727272727272,0.0,0.4804347826086956,1,1,0,0,0,0,0,0,0,1,0,0
1303,0.0403225806451612,1,0.25,0.0030395817130711,0.032,0.2753623188405797,0.2640603566529492,0.5,0.0357142857142857,0.6565217391304348,0,0,0,0,1,1,0,0,0,0,0,1
697,0.0403225806451612,1,0.0,0.0080369638050229,0.032,0.2028985507246377,0.5397805212620027,0.1666666666666666,0.0714285714285714,0.5173913043478261,0,1,0,0,0,0,0,0,1,0,0,1
17307,0.0080645161290322,0,0.25,0.0048305478031677,0.008,0.1942028985507246,0.6728395061728395,0.2575757575757575,0.0714285714285714,0.4913043478260869,1,0,0,1,0,0,0,0,0,0,1,0
2324,0.1209677419354838,0,0.25,0.0178325000424037,0.088,0.5652173913043478,0.3834019204389575,0.2272727272727272,0.1785714285714285,0.4369565217391304,0,0,0,0,1,1,0,0,0,0,0,1
1536,0.0403225806451612,0,0.5,0.005465352271991,0.008,0.3623188405797101,0.364883401920439,0.4090909090909091,0.0357142857142857,0.5217391304347826,0,0,0,0,1,1,0,0,0,0,0,1
3016,0.064516129032258,1,0.25,0.0140342394010871,0.04,0.3333333333333333,0.1989026063100137,0.1666666666666666,0.2142857142857142,0.6195652173913043,1,1,0,0,0,0,1,0,0,0,0,0
3779,0.0403225806451612,0,0.0,0.0065303111487291,0.016,0.4202898550724637,0.3834019204389575,0.4090909090909091,0.0357142857142857,0.6108695652173913,0,0,0,0,1,1,0,0,0,0,0,1
16391,0.0967741935483871,1,0.0,0.008339768039166,0.064,0.217391304347826,0.1536351165980795,0.1818181818181818,0.1071428571428571,0.6,1,0,0,0,1,1,0,0,0,0,0,0
6840,0.0564516129032258,0,0.0,0.0050427054070714,0.056,0.4492753623188406,0.7050754458161865,0.5454545454545454,0.25,0.5043478260869565,0,0,0,0,1,0,1,0,0,0,0,1
2805,0.0241935483870967,1,0.5,0.0061100277695673,0.0,0.3333333333333333,0.5438957475994513,0.3484848484848485,0.0357142857142857,0.3695652173913043,1,0,0,0,1,0,1,0,0,0,0,0
5173,0.0564516129032258,0,0.0,0.0020409394661247,0.024,0.2274202898550724,0.5219478737997256,0.5606060606060606,0.1428571428571428,0.4021739130434782,0,0,0,0,1,0,1,0,0,0,0,1
5312,0.0967741935483871,0,0.25,0.0043817635663387,0.072,0.0840579710144927,0.3834019204389575,0.1363636363636363,0.1785714285714285,0.4413043478260869,0,0,0,0,1,1,0,0,0,0,0,1
26863,0.0725806451612903,1,0.0,0.0069724220140068,0.04,0.2753623188405797,0.1433470507544581,0.2575757575757575,0.2857142857142857,0.5826086956521739,1,0,0,0,1,0,0,0,0,0,1,0
5762,0.1129032258064516,1,0.25,0.0103469235618119,0.064,0.2753623188405797,0.7455418381344306,0.1818181818181818,0.25,0.4608695652173913,1,1,0,0,0,0,0,0,0,1,0,0
16629,0.0403225806451612,1,0.5,0.0202022420860069,0.008,0.1594202898550724,0.3079561042524005,0.0606060606060606,0.0,0.5456521739130434,1,1,0,0,0,0,0,0,0,1,0,0
25987,0.0241935483870967,1,0.5,0.0091617049685753,0.0,0.1594202898550724,0.3834019204389575,0.1212121212121212,0.0357142857142857,0.3152173913043478,1,0,0,0,1,0,0,0,1,0,0,0
3568,0.1129032258064516,1,0.0,0.0073597556211337,0.088,0.5072463768115942,0.3141289437585733,0.4545454545454545,0.25,0.4369565217391304,0,0,0,0,1,0,0,0,1,0,0,1
5293,0.064516129032258,1,0.5,0.0063790480602316,0.04,0.1304347826086956,0.51920438957476,0.1363636363636363,0.1071428571428571,0.4891304347826087,0,0,0,0,1,0,0,1,0,0,0,1
3731,0.0241935483870967,0,0.0,0.0078722149448487,0.0,0.1594202898550724,0.3587105624142661,0.1363636363636363,0.0357142857142857,0.558695652173913,0,1,0,0,0,1,0,0,0,0,0,1
25148,0.0080645161290322,1,0.5,0.0115598088412719,0.0,0.2463768115942029,0.0390946502057613,0.1515151515151515,0.0714285714285714,0.4,1,1,0,0,0,0,0,0,0,1,0,0
1457,0.0241935483870967,0,0.5,0.003887238928668,0.032,0.217391304347826,0.5013717421124829,0.3333333333333333,0.0357142857142857,0.2847826086956522,0,0,0,0,1,0,1,0,0,0,0,1
4615,0.0887096774193548,1,0.5,0.0011962018505815,0.04,0.1884057971014492,0.2880658436213991,0.6363636363636364,0.25,0.6434782608695652,0,0,0,0,1,0,0,1,0,0,0,1
3275,0.0161290322580645,1,0.75,0.0038045169271459,0.0,0.0202898550724637,0.7050754458161865,0.0454545454545454,0.0714285714285714,0.3630434782608696,0,0,0,0,1,0,0,1,0,0,0,1
2128,0.0403225806451612,1,0.5,0.0098597674385625,0.048,0.5652173913043478,0.438957475994513,0.3787878787878788,0.0357142857142857,0.7,0,0,0,0,1,0,0,0,0,0,1,1
6169,0.1048387096774193,1,0.5,0.0054397710143775,0.072,0.0596521739130434,0.7187928669410151,0.0757575757575757,0.1428571428571428,0.5282608695652173,0,1,0,0,0,0,0,0,0,1,0,1
21795,0.0564516129032258,1,0.5,0.0140468910013199,0.048,0.2463768115942029,0.5534979423868313,0.1212121212121212,0.1785714285714285,0.5108695652173914,1,0,0,0,1,1,0,0,0,0,0,0
23309,0.0483870967741935,0,0.25,0.0207583563819537,0.032,0.1014492753623188,0.3820301783264746,0.0454545454545454,0.0357142857142857,0.4021739130434782,1,0,0,0,1,0,1,0,0,0,0,0
9244,0.0080645161290322,0,0.25,0.009426137316298,0.0,0.3681159420289855,0.1700960219478738,0.2575757575757575,0.0357142857142857,0.5760869565217391,1,1,0,0,0,0,1,0,0,0,0,0
2057,0.064516129032258,1,0.5,0.0042054753345236,0.056,0.0898550724637681,0.5960219478737997,0.1363636363636363,0.2142857142857142,0.5413043478260869,0,0,0,0,1,0,0,0,1,0,0,1
6694,0.0564516129032258,1,0.5,0.0067537300671257,0.024,0.1014492753623188,0.4876543209876542,0.106060606060606,0.25,0.5108695652173914,0,1,0,0,0,0,0,0,0,1,0,1
29681,0.0403225806451612,1,0.25,0.0089580281076848,0.024,0.1594202898550724,0.3902606310013717,0.1212121212121212,0.0,0.508695652173913,1,0,0,0,1,0,0,0,1,0,0,0
23497,0.032258064516129,0,0.0,0.0096323166915203,0.0,0.0579710144927536,0.1433470507544581,0.0454545454545454,0.0,0.2413043478260869,1,1,0,0,0,1,0,0,0,0,0,0
14825,0.0967741935483871,0,0.5,0.0100644174994709,0.064,0.1615942028985507,0.041838134430727,0.1212121212121212,0.2857142857142857,0.6478260869565218,1,1,0,0,0,1,0,0,0,0,0,0
3678,0.1048387096774193,1,0.25,0.0080250073476601,0.072,0.1739130434782608,0.654320987654321,0.1515151515151515,0.1785714285714285,0.6456521739130435,0,0,0,0,1,1,0,0,0,0,0,1
1787,0.0725806451612903,0,0.5,0.0038492841279696,0.024,0.2971014492753623,0.1433470507544581,0.4545454545454545,0.2857142857142857,0.5282608695652173,0,0,0,0,1,1,0,0,0,0,0,1
9801,0.0241935483870967,1,0.5,0.0080480860909419,0.008,0.136231884057971,0.4314128943758574,0.1212121212121212,0.0,0.3434782608695652,1,0,0,0,1,0,0,0,1,0,0,0
25643,0.032258064516129,1,0.25,0.010471771221252,0.0,0.2753623188405797,0.051440329218107,0.1818181818181818,0.0714285714285714,0.2608695652173913,1,0,0,0,1,1,0,0,0,0,0,0
6261,0.1532258064516129,1,0.75,0.00967694486377,0.128,0.2391304347826087,0.3834019204389575,0.1666666666666666,0.3928571428571428,0.4978260869565217,0,1,0,0,0,1,0,0,0,0,0,1
19852,0.0161290322580645,0,0.5,0.0130563124116647,0.0,0.2753623188405797,0.3614540466392318,0.1515151515151515,0.0357142857142857,0.6804347826086956,1,1,0,0,0,1,0,0,0,0,0,0
2355,0.0483870967741935,0,0.5,0.0048604389465749,0.04,0.1704347826086956,0.7222222222222222,0.2272727272727272,0.1428571428571428,0.6434782608695652,0,0,0,0,1,0,0,0,1,0,0,1
30351,0.0241935483870967,1,0.5,0.0157313612037427,0.0,0.3043478260869565,0.210562414266118,0.1363636363636363,0.0357142857142857,0.4673913043478261,1,1,0,0,0,0,1,0,0,0,0,0
22175,0.0161290322580645,1,0.5,0.0100767910425558,0.016,0.0555362318840579,0.368312757201646,0.0454545454545454,0.0357142857142857,0.5717391304347826,1,0,0,0,1,0,1,0,0,0,0,0
11703,0.1612903225806451,1,0.25,0.0026482162772986,0.136,0.1014492753623188,0.1604938271604938,0.2272727272727272,0.4285714285714285,0.458695652173913,1,0,0,1,0,0,0,0,0,1,0,0
2054,0.0483870967741935,0,0.25,0.0071327219598135,0.0,0.1594202898550724,0.6289437585733882,0.1515151515151515,0.0357142857142857,0.5934782608695652,0,0,0,0,1,0,0,0,1,0,0,1
6604,0.064516129032258,1,0.75,0.0046865142005175,0.064,0.3165797101449275,0.2208504801097394,0.4090909090909091,0.1071428571428571,0.6217391304347826,0,0,0,0,1,1,0,0,0,0,0,1
3651,0.0161290322580645,0,0.75,0.0041597349336819,0.0,0.1891304347826087,0.0768175582990397,0.2878787878787878,0.0714285714285714,0.6152173913043478,0,0,0,0,1,0,1,0,0,0,0,1
5349,0.1209677419354838,0,0.25,0.0088797550205303,0.104,0.2724347826086956,0.5555555555555556,0.2121212121212121,0.25,0.6891304347826087,0,0,0,0,1,0,1,0,0,0,0,1
13408,0.032258064516129,1,0.25,0.0065009761196179,0.016,0.1014492753623188,0.3834019204389575,0.106060606060606,0.0,0.6304347826086957,1,1,0,0,0,0,0,0,0,1,0,0
2604,0.064516129032258,1,0.5,0.0099985179554013,0.048,0.2289855072463768,0.1433470507544581,0.1666666666666666,0.2142857142857142,0.5413043478260869,0,0,0,0,1,1,0,0,0,0,0,1
8267,0.0483870967741935,1,0.5,0.0090429745663907,0.032,0.3188405797101449,0.1687242798353909,0.2424242424242424,0.0,0.6391304347826087,1,1,0,0,0,0,0,0,0,1,0,0
2828,0.0564516129032258,0,0.25,0.0220564661772675,0.048,0.1017681159420289,0.4327846364883402,0.0303030303030303,0.2857142857142857,0.45,0,0,0,0,1,0,1,0,0,0,0,1
9598,0.0483870967741935,1,0.75,0.011139942547832,0.032,0.1159420289855072,0.1591220850480109,0.0757575757575757,0.0357142857142857,0.3934782608695652,1,1,0,0,0,0,0,0,0,0,1,0
3665,0.0887096774193548,1,0.5,0.0148621545591779,0.064,0.2594202898550725,0.0768175582990397,0.1212121212121212,0.1428571428571428,0.45,1,0,0,0,1,0,0,0,0,1,0,0
2934,0.1048387096774193,0,0.75,0.0254391704109378,0.08,0.4202898550724637,0.7475994513031551,0.1212121212121212,0.1071428571428571,0.5282608695652173,0,1,0,0,0,0,0,0,0,1,0,1
1178,0.0403225806451612,1,0.5,0.0052034224386001,0.0,0.1884057971014492,0.2345679012345679,0.2272727272727272,0.1428571428571428,0.5826086956521739,0,0,0,0,1,1,0,0,0,0,0,1
4914,0.0161290322580645,0,0.25,0.0045102259687024,0.0,0.2695652173913043,0.3834019204389575,0.3636363636363636,0.0,0.5869565217391305,0,0,0,0,1,1,0,0,0,0,0,1
5381,0.1209677419354838,1,0.5,0.002309403642493,0.088,0.2318840579710145,0.6529492455418381,0.5303030303030303,0.2857142857142857,0.6934782608695652,0,0,0,0,1,0,0,0,0,1,0,1
5600,0.0483870967741935,1,0.25,0.0130407412113782,0.016,0.4286376811594203,0.7270233196159122,0.2272727272727272,0.0714285714285714,0.4913043478260869,0,0,0,0,1,1,0,0,0,0,0,1
4314,0.1532258064516129,0,0.25,0.0120585043361621,0.128,0.7101449275362319,0.7270233196159122,0.3939393939393939,0.5357142857142857,0.5869565217391305,0,0,0,0,1,0,0,1,0,0,0,1
9005,0.0241935483870967,1,0.25,0.0189238743481992,0.0,0.3333333333333333,0.205761316872428,0.1212121212121212,0.0714285714285714,0.4021739130434782,1,1,0,0,0,0,1,0,0,0,0,0
2381,0.0241935483870967,0,0.5,0.004284304535974,0.024,0.1304347826086956,0.3079561042524005,0.1969696969696969,0.0714285714285714,0.6217391304347826,0,0,0,0,1,1,0,0,0,0,0,1
3009,0.0564516129032258,1,0.75,0.0044063716239343,0.032,0.1022898550724637,0.7249657064471879,0.1515151515151515,0.25,0.4217391304347826,0,0,0,0,1,0,0,0,1,0,0,1
3553,0.032258064516129,1,0.5,0.0133372891596918,0.032,0.5652173913043478,0.3834019204389575,0.2878787878787878,0.0714285714285714,0.6782608695652174,0,1,0,0,0,0,0,0,1,0,0,1
8966,0.064516129032258,0,0.5,0.0081901732935563,0.048,0.6231884057971014,0.3834019204389575,0.5,0.2857142857142857,0.408695652173913,1,1,0,0,0,1,0,0,0,0,0,0
5523,0.064516129032258,0,0.0,0.003176385829874,0.04,0.3333333333333333,0.3319615912208504,0.5909090909090909,0.2142857142857142,0.4934782608695652,0,0,0,0,1,0,0,0,0,1,0,1
3526,0.1935483870967742,0,0.25,0.0126917794906715,0.168,0.2289855072463768,0.5089163237311385,0.1212121212121212,0.5357142857142857,0.7043478260869566,0,1,0,0,0,1,0,0,0,0,0,1
4667,0.0483870967741935,0,0.25,0.0071641424175345,0.032,0.4492753623188406,0.4080932784636488,0.4090909090909091,0.1071428571428571,0.35,0,0,0,0,1,1,0,0,0,0,0,1
6892,0.1129032258064516,1,0.75,0.0088550079343607,0.104,0.3333333333333333,1.0,0.2575757575757575,0.2857142857142857,0.5934782608695652,0,1,0,0,0,0,0,0,1,0,0,1
17447,0.0887096774193548,1,0.0,0.0185037299976114,0.048,0.2434782608695652,0.3141289437585733,0.0909090909090909,0.1071428571428571,0.2652173913043478,1,1,0,0,0,0,0,0,0,0,1,0
14149,0.0483870967741935,1,0.5,0.0077990859149317,0.016,0.1014492753623188,0.1358024691358025,0.0909090909090909,0.0357142857142857,0.5478260869565217,1,1,0,0,0,0,0,0,0,1,0,0
4383,0.0967741935483871,0,0.25,0.0097372832648802,0.08,0.7101449275362319,0.5500685871056241,0.4848484848484848,0.1071428571428571,0.55,0,1,0,0,0,0,0,1,0,0,0,1
17350,0.0483870967741935,1,0.25,0.0165158994467496,0.032,0.2649855072463768,0.2764060356652948,0.1212121212121212,0.0357142857142857,0.4673913043478261,1,1,0,0,0,0,0,0,0,0,1,0
25941,0.0403225806451612,1,0.0,0.0070277553864535,0.048,0.1884057971014492,0.4574759945130315,0.1818181818181818,0.0,0.5260869565217391,1,1,0,0,0,0,1,0,0,0,0,0
5634,0.0725806451612903,0,0.75,0.0038914097858876,0.048,0.2463768115942029,0.0768175582990397,0.3787878787878788,0.25,0.4978260869565217,0,0,0,0,1,0,0,1,0,0,0,1
18981,0.032258064516129,0,0.5,0.0154049221120219,0.016,0.1739130434782608,0.3902606310013717,0.0757575757575757,0.0357142857142857,0.4869565217391304,1,1,0,0,0,0,0,0,0,1,0,0
644,0.0564516129032258,1,0.0,0.0090453380521485,0.056,0.5652173913043478,0.3820301783264746,0.4090909090909091,0.1428571428571428,0.4695652173913043,0,0,0,0,1,0,1,0,0,0,0,1
2245,0.0241935483870967,0,0.5,0.0064468940043371,0.0,0.6959710144927537,0.7119341563786009,0.6818181818181818,0.0,0.2413043478260869,0,1,0,0,0,1,0,0,0,0,0,1
12063,0.0241935483870967,0,0.0,0.0062187481144249,0.0,0.3623188405797101,0.7222222222222222,0.3787878787878788,0.0,0.458695652173913,1,0,0,1,0,0,0,0,0,0,1,0
685,0.0241935483870967,0,0.5,0.0079756522038948,0.0,0.4202898550724637,0.3655692729766804,0.3484848484848485,0.0714285714285714,0.5804347826086956,1,1,0,0,0,0,1,0,0,0,0,0
4712,0.1209677419354838,0,1.0,0.0039869224162165,0.072,0.2028985507246377,0.3834019204389575,0.303030303030303,0.1428571428571428,0.6152173913043478,0,0,0,0,1,0,1,0,0,0,0,1
22934,0.0806451612903225,0,0.25,0.0076453203121024,0.056,0.3333333333333333,0.3923182441700961,0.2878787878787878,0.2857142857142857,0.3847826086956522,1,0,0,1,0,0,0,0,0,0,1,0
5212,0.032258064516129,0,0.0,0.0094457403452301,0.008,0.5652173913043478,0.6467764060356652,0.3939393939393939,0.0714285714285714,0.4391304347826087,0,0,0,0,1,0,0,0,1,0,0,1
21414,0.0241935483870967,1,0.5,0.0090379695377272,0.032,0.1304347826086956,0.1021947873799725,0.106060606060606,0.0357142857142857,0.5891304347826087,1,0,0,0,1,1,0,0,0,0,0,0
18326,0.1370967741935483,1,0.5,0.0070477755011076,0.12,0.2028985507246377,0.3834019204389575,0.1969696969696969,0.3928571428571428,0.6021739130434782,1,0,0,0,1,0,0,0,0,1,0,0
4113,0.1290322580645161,0,0.0,0.0,0.12,0.0388695652173913,0.5102880658436214,0.3484848484848485,0.3928571428571428,0.6130434782608696,0,0,0,0,1,0,0,0,0,1,0,1
241,0.0241935483870967,1,0.5,0.007524365452734,0.032,0.4927536231884058,0.5946502057613169,0.4242424242424242,0.0,0.6217391304347826,0,1,0,0,0,1,0,0,0,0,0,1
2165,0.0080645161290322,1,0.5,0.0043945541951455,0.0,0.2289855072463768,0.7784636488340192,0.3181818181818182,0.0714285714285714,0.5021739130434782,0,0,0,0,1,1,0,0,0,0,0,1
2103,0.0887096774193548,1,0.25,0.0040259894455067,0.072,0.394927536231884,0.5898491083676268,0.5757575757575757,0.2857142857142857,0.7043478260869566,0,0,0,0,1,0,0,0,1,0,0,1
13668,0.032258064516129,1,0.25,0.0115499378125188,0.0,0.4202898550724637,0.4314128943758574,0.2424242424242424,0.0714285714285714,0.6130434782608696,1,0,0,0,1,0,0,0,0,1,0,0
4997,0.0887096774193548,1,0.5,0.0146351208978576,0.072,0.6811594202898551,0.7311385459533607,0.3181818181818182,0.1428571428571428,0.65,0,1,0,0,0,0,0,0,0,0,1,1
2045,0.1129032258064516,1,0.5,0.0048397236890509,0.08,0.217391304347826,0.3834019204389575,0.2878787878787878,0.2857142857142857,0.3521739130434783,1,0,0,0,1,1,0,0,0,0,0,0
5917,0.1290322580645161,1,0.25,0.0120454356502074,0.104,0.263768115942029,0.5871056241426612,0.1515151515151515,0.3928571428571428,0.5673913043478261,0,1,0,0,0,1,0,0,0,0,0,1
5261,0.0161290322580645,1,0.0,0.0168605512816627,0.0,0.682695652173913,0.8655692729766803,0.2878787878787878,0.0714285714285714,0.4434782608695652,0,0,0,0,1,0,0,1,0,0,0,1
1939,0.0161290322580645,1,0.0,0.0076607524838149,0.016,0.072463768115942,0.612482853223594,0.0757575757575757,0.0,0.4913043478260869,1,1,0,0,0,0,0,0,0,0,1,0
950,0.0483870967741935,1,0.5,0.0086524433020621,0.032,0.0842028985507246,0.0,0.0757575757575757,0.0714285714285714,0.4913043478260869,1,1,0,0,0,0,0,0,0,1,0,0
9773,0.0483870967741935,0,0.5,0.0115296396407167,0.024,0.2753623188405797,0.2414266117969821,0.1666666666666666,0.0,0.5521739130434783,0,1,0,0,0,1,0,0,0,0,0,0
24709,0.0241935483870967,0,0.0,0.0082285451799766,0.016,0.0971014492753623,0.0,0.0909090909090909,0.0,0.5782608695652174,1,1,0,0,0,1,0,0,0,0,0,0
945,0.0241935483870967,1,0.5,0.012331973541194,0.016,0.1731884057971014,0.107681755829904,0.106060606060606,0.0357142857142857,0.2304347826086956,0,0,0,0,1,0,0,0,0,1,0,1
1346,0.0241935483870967,1,0.75,0.0050600839788198,0.016,0.217391304347826,0.4012345679012345,0.2727272727272727,0.0357142857142857,0.4434782608695652,1,0,0,0,1,0,0,0,0,0,1,0
