ID,person_age,person_gender,person_education,person_income,person_emp_exp,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,person_home_ownership,loan_intent,loan_status
1555,24.0,female,High School,138911.0,1.0,8000.0,7.51,0.06,4.0,604.0,Yes,MORTGAGE,DEBTCONSOLIDATION,0
2091,25.0,female,Associate,23747.0,1.0,4000.0,19.03,0.17,4.0,571.0,No,RENT,EDUCATION,1
3545,28.0,male,Bachelor,22839.0,7.0,4000.0,11.12,0.18,8.0,634.0,No,RENT,VENTURE,1
12429,26.0,male,Bachelor,37091.0,5.0,6000.0,7.74,0.16,3.0,543.0,Yes,RENT,DEBTCONSOLIDATION,0
6407,22.0,male,High School,52561.0,0.0,15000.0,10.99,0.29,2.0,629.0,No,RENT,DEBTCONSOLIDATION,1
5170,24.0,male,Master,62192.0,3.0,20000.0,10.38,0.32,3.0,640.0,No,RENT,VENTURE,1
2785,22.0,male,High School,64057.0,2.0,26056.0,15.68,0.41,3.0,652.0,No,RENT,EDUCATION,1
8022,29.0,male,Associate,99051.0,6.0,18000.0,10.87,0.18,6.0,575.0,Yes,RENT,EDUCATION,0
4024,24.0,male,High School,52563.0,2.0,10000.0,9.63,0.19,3.0,651.0,Yes,RENT,MEDICAL,0
20719,25.0,male,Associate,132964.0,0.0,20000.0,7.88,0.15,2.0,611.0,Yes,MORTGAGE,PERSONAL,0
1303,25.0,male,Associate,29863.0,4.0,10000.0,9.27,0.33,3.0,692.0,No,RENT,DEBTCONSOLIDATION,1
697,25.0,male,High School,65808.0,4.0,7500.0,13.29,0.11,4.0,628.0,No,MORTGAGE,MEDICAL,1
17307,21.0,female,Associate,42745.0,1.0,7200.0,15.23,0.17,4.0,616.0,Yes,OWN,VENTURE,0
2324,35.0,female,Associate,136265.0,11.0,20000.0,11.01,0.15,7.0,591.0,No,RENT,DEBTCONSOLIDATION,1
1536,25.0,female,Bachelor,47311.0,1.0,13000.0,10.74,0.27,3.0,630.0,No,RENT,DEBTCONSOLIDATION,1
3016,28.0,male,Associate,108945.0,5.0,12000.0,8.32,0.11,8.0,675.0,Yes,MORTGAGE,EDUCATION,0
3779,25.0,female,High School,54971.0,2.0,15000.0,11.01,0.27,3.0,671.0,No,RENT,DEBTCONSOLIDATION,1
16391,32.0,male,High School,67986.0,8.0,8000.0,7.66,0.12,5.0,666.0,Yes,RENT,DEBTCONSOLIDATION,0
6840,27.0,female,High School,44271.0,7.0,16000.0,15.7,0.36,9.0,622.0,No,RENT,EDUCATION,1
2805,23.0,male,Bachelor,51948.0,0.0,12000.0,13.35,0.23,3.0,560.0,Yes,RENT,EDUCATION,0
5173,27.0,female,High School,22680.0,3.0,8346.0,13.03,0.37,6.0,575.0,No,RENT,EDUCATION,1
5312,32.0,female,Associate,39517.0,9.0,3400.0,11.01,0.09,7.0,593.0,No,RENT,DEBTCONSOLIDATION,1
26863,29.0,male,High School,58151.0,5.0,10000.0,7.51,0.17,10.0,658.0,Yes,RENT,VENTURE,0
5762,34.0,male,Associate,82423.0,8.0,10000.0,16.29,0.12,9.0,602.0,Yes,MORTGAGE,PERSONAL,0
16629,25.0,male,Bachelor,153310.0,1.0,6000.0,9.91,0.04,2.0,641.0,Yes,MORTGAGE,PERSONAL,0
25987,23.0,male,Bachelor,73898.0,0.0,6000.0,11.01,0.08,3.0,535.0,Yes,RENT,MEDICAL,0
3568,34.0,male,High School,60937.0,11.0,18000.0,10.0,0.3,9.0,591.0,No,RENT,MEDICAL,1
5293,28.0,male,Bachelor,53883.0,5.0,5000.0,12.99,0.09,5.0,615.0,No,RENT,HOMEIMPROVEMENT,1
3731,23.0,female,High School,64623.0,0.0,6000.0,10.65,0.09,3.0,647.0,No,MORTGAGE,DEBTCONSOLIDATION,1
25148,21.0,male,Bachelor,91147.0,0.0,9000.0,5.99,0.1,4.0,574.0,Yes,MORTGAGE,PERSONAL,0
1457,23.0,female,Bachelor,35960.0,4.0,8000.0,12.73,0.22,3.0,521.0,No,RENT,EDUCATION,1
4615,31.0,male,Bachelor,16604.0,5.0,7000.0,9.62,0.42,9.0,686.0,No,RENT,HOMEIMPROVEMENT,1
3275,22.0,male,Master,35365.0,0.0,1200.0,15.7,0.03,4.0,557.0,No,RENT,HOMEIMPROVEMENT,1
2128,25.0,male,Bachelor,78919.0,6.0,20000.0,11.82,0.25,3.0,712.0,No,RENT,VENTURE,1
6169,33.0,male,Bachelor,47127.0,9.0,2558.0,15.9,0.05,6.0,633.0,No,MORTGAGE,PERSONAL,1
21795,27.0,male,Bachelor,109036.0,6.0,9000.0,13.49,0.08,7.0,625.0,Yes,RENT,DEBTCONSOLIDATION,0
23309,26.0,female,Associate,157310.0,4.0,4000.0,10.99,0.03,3.0,575.0,Yes,RENT,EDUCATION,0
9244,21.0,female,Associate,75800.0,0.0,13200.0,7.9,0.17,3.0,655.0,Yes,MORTGAGE,EDUCATION,0
2057,28.0,male,Bachelor,38249.0,7.0,3600.0,14.11,0.09,8.0,639.0,No,RENT,MEDICAL,1
6694,27.0,male,Bachelor,56578.0,3.0,4000.0,12.53,0.07,9.0,625.0,No,MORTGAGE,PERSONAL,1
29681,25.0,male,Associate,72433.0,3.0,6000.0,11.11,0.08,2.0,624.0,Yes,RENT,MEDICAL,0
23497,24.0,female,High School,77283.0,0.0,2500.0,7.51,0.03,2.0,501.0,Yes,MORTGAGE,DEBTCONSOLIDATION,0
14825,32.0,female,Bachelor,80391.0,8.0,6075.0,6.03,0.08,10.0,688.0,Yes,MORTGAGE,DEBTCONSOLIDATION,0
3678,33.0,male,Associate,65722.0,9.0,6500.0,14.96,0.1,7.0,687.0,No,RENT,DEBTCONSOLIDATION,1
1787,29.0,female,Bachelor,35687.0,3.0,10750.0,7.51,0.3,10.0,633.0,No,RENT,DEBTCONSOLIDATION,1
9801,23.0,male,Bachelor,65888.0,1.0,5200.0,11.71,0.08,2.0,548.0,Yes,RENT,MEDICAL,0
25643,24.0,male,Associate,83321.0,0.0,10000.0,6.17,0.12,4.0,510.0,Yes,RENT,DEBTCONSOLIDATION,0
6261,39.0,male,Master,77604.0,16.0,8750.0,11.01,0.11,13.0,619.0,No,MORTGAGE,DEBTCONSOLIDATION,1
19852,22.0,female,Bachelor,101911.0,0.0,10000.0,10.69,0.1,3.0,703.0,Yes,MORTGAGE,DEBTCONSOLIDATION,0
2355,26.0,female,Bachelor,42960.0,5.0,6380.0,15.95,0.15,6.0,686.0,No,RENT,MEDICAL,1
30351,23.0,male,Bachelor,121152.0,0.0,11000.0,8.49,0.09,3.0,605.0,Yes,MORTGAGE,EDUCATION,0
22175,22.0,male,Bachelor,80480.0,2.0,2416.0,10.79,0.03,3.0,653.0,Yes,RENT,EDUCATION,0
11703,40.0,male,Associate,27048.0,17.0,4000.0,7.76,0.15,14.0,601.0,Yes,OWN,PERSONAL,0
2054,26.0,female,Associate,59304.0,0.0,6000.0,14.59,0.1,3.0,663.0,No,RENT,MEDICAL,1
6604,28.0,male,Master,41709.0,8.0,11422.0,8.64,0.27,5.0,676.0,No,RENT,DEBTCONSOLIDATION,1
3651,22.0,female,Master,37920.0,0.0,7025.0,6.54,0.19,4.0,673.0,No,RENT,EDUCATION,1
5349,35.0,female,Associate,71870.0,13.0,9899.0,13.52,0.14,9.0,707.0,No,RENT,EDUCATION,1
13408,24.0,male,Associate,54760.0,2.0,4000.0,11.01,0.07,2.0,680.0,Yes,MORTGAGE,PERSONAL,0
2604,28.0,male,Bachelor,79917.0,6.0,8400.0,7.51,0.11,8.0,639.0,No,RENT,DEBTCONSOLIDATION,1
8267,26.0,male,Bachelor,73044.0,4.0,11500.0,7.88,0.16,2.0,684.0,Yes,MORTGAGE,PERSONAL,0
2828,27.0,female,Associate,166647.0,6.0,4011.0,11.73,0.02,10.0,597.0,No,RENT,EDUCATION,1
9598,26.0,male,Master,88127.0,4.0,4500.0,7.74,0.05,3.0,571.0,Yes,MORTGAGE,VENTURE,0
3665,31.0,male,Bachelor,114900.0,8.0,9450.0,6.54,0.08,6.0,597.0,Yes,RENT,PERSONAL,0
2934,33.0,female,Master,190978.0,10.0,15000.0,16.32,0.08,5.0,633.0,No,MORTGAGE,PERSONAL,1
1178,25.0,male,Bachelor,45427.0,0.0,7000.0,8.84,0.15,6.0,658.0,No,RENT,DEBTCONSOLIDATION,1
4914,22.0,female,Associate,40441.0,0.0,9800.0,11.01,0.24,2.0,660.0,No,RENT,DEBTCONSOLIDATION,1
5381,35.0,male,Bachelor,24611.0,11.0,8500.0,14.94,0.35,10.0,709.0,No,RENT,PERSONAL,1
5600,26.0,male,Associate,101799.0,2.0,15288.0,16.02,0.15,4.0,616.0,No,RENT,DEBTCONSOLIDATION,1
4314,39.0,female,Associate,94734.0,16.0,25000.0,16.02,0.26,17.0,660.0,No,RENT,HOMEIMPROVEMENT,1
9005,23.0,male,Associate,144115.0,0.0,12000.0,8.42,0.08,4.0,575.0,Yes,MORTGAGE,EDUCATION,0
2381,23.0,female,Bachelor,38816.0,3.0,5000.0,9.91,0.13,4.0,676.0,No,RENT,DEBTCONSOLIDATION,1
3009,27.0,male,Master,39694.0,4.0,4029.0,15.99,0.1,9.0,584.0,No,RENT,MEDICAL,1
3553,24.0,male,Bachelor,103932.0,4.0,20000.0,11.01,0.19,4.0,702.0,No,MORTGAGE,MEDICAL,1
8966,28.0,female,Bachelor,66910.0,6.0,22000.0,11.01,0.33,10.0,578.0,Yes,MORTGAGE,DEBTCONSOLIDATION,0
5523,28.0,female,High School,30847.0,5.0,12000.0,10.26,0.39,8.0,617.0,No,RENT,PERSONAL,1
3526,44.0,female,Associate,99289.0,21.0,8400.0,12.84,0.08,17.0,714.0,No,MORTGAGE,DEBTCONSOLIDATION,1
4667,26.0,female,Associate,59530.0,4.0,16000.0,11.37,0.27,5.0,551.0,No,RENT,DEBTCONSOLIDATION,1
6892,34.0,male,Master,71692.0,13.0,12000.0,20.0,0.17,10.0,663.0,No,MORTGAGE,MEDICAL,1
17447,31.0,male,High School,141093.0,6.0,8900.0,10.0,0.06,5.0,512.0,Yes,MORTGAGE,VENTURE,0
14149,26.0,male,Bachelor,64097.0,2.0,4000.0,7.4,0.06,3.0,642.0,Yes,MORTGAGE,PERSONAL,0
4383,32.0,female,Associate,78038.0,10.0,25000.0,13.44,0.32,5.0,643.0,No,MORTGAGE,HOMEIMPROVEMENT,1
17350,26.0,male,Associate,126795.0,4.0,9642.0,9.45,0.08,3.0,605.0,Yes,MORTGAGE,VENTURE,0
25941,25.0,male,High School,58549.0,6.0,7000.0,12.09,0.12,2.0,632.0,Yes,MORTGAGE,EDUCATION,0
5634,29.0,female,Master,35990.0,6.0,9000.0,6.54,0.25,9.0,619.0,No,RENT,HOMEIMPROVEMENT,1
18981,24.0,female,Bachelor,118804.0,2.0,6500.0,11.11,0.05,3.0,614.0,Yes,MORTGAGE,PERSONAL,0
644,27.0,male,High School,73061.0,7.0,20000.0,10.99,0.27,6.0,606.0,No,RENT,EDUCATION,1
2245,23.0,female,Bachelor,54371.0,0.0,24511.0,15.8,0.45,2.0,501.0,No,MORTGAGE,DEBTCONSOLIDATION,1
12063,23.0,female,High School,52730.0,0.0,13000.0,15.95,0.25,2.0,601.0,Yes,OWN,VENTURE,0
685,23.0,female,Bachelor,65367.0,0.0,15000.0,10.75,0.23,4.0,657.0,Yes,MORTGAGE,EDUCATION,0
4712,35.0,female,Doctorate,36677.0,9.0,7500.0,11.01,0.2,6.0,673.0,No,RENT,EDUCATION,1
22934,30.0,female,Associate,62991.0,7.0,12000.0,11.14,0.19,10.0,567.0,Yes,OWN,VENTURE,0
5212,24.0,female,High School,75941.0,1.0,20000.0,14.85,0.26,4.0,592.0,No,RENT,MEDICAL,1
21414,23.0,male,Bachelor,73008.0,4.0,5000.0,6.91,0.07,3.0,661.0,Yes,RENT,DEBTCONSOLIDATION,0
18326,37.0,male,Bachelor,58693.0,15.0,7500.0,11.01,0.13,13.0,667.0,Yes,RENT,PERSONAL,0
4113,36.0,female,High School,8000.0,15.0,1841.0,12.86,0.23,13.0,672.0,No,RENT,PERSONAL,1
241,23.0,male,Bachelor,62121.0,4.0,17500.0,14.09,0.28,2.0,676.0,No,MORTGAGE,DEBTCONSOLIDATION,1
2165,21.0,male,Bachelor,39609.0,0.0,8400.0,16.77,0.21,4.0,621.0,No,RENT,DEBTCONSOLIDATION,1
2103,31.0,male,Associate,36958.0,9.0,14125.0,14.02,0.38,10.0,714.0,No,RENT,MEDICAL,1
13668,24.0,male,Associate,91076.0,0.0,15000.0,11.71,0.16,4.0,672.0,Yes,RENT,PERSONAL,0
4997,31.0,male,Bachelor,113267.0,9.0,24000.0,16.08,0.21,6.0,689.0,No,MORTGAGE,VENTURE,1
2045,34.0,male,Bachelor,42811.0,10.0,8000.0,11.01,0.19,10.0,552.0,Yes,RENT,DEBTCONSOLIDATION,0
5917,36.0,male,Associate,94640.0,13.0,9600.0,13.98,0.1,13.0,651.0,No,MORTGAGE,DEBTCONSOLIDATION,1
5261,22.0,male,High School,129274.0,0.0,24053.0,18.04,0.19,4.0,594.0,No,RENT,HOMEIMPROVEMENT,1
1939,22.0,male,High School,63102.0,2.0,3000.0,14.35,0.05,2.0,616.0,Yes,MORTGAGE,VENTURE,0
950,26.0,male,Bachelor,70235.0,4.0,3405.0,5.42,0.05,4.0,616.0,Yes,MORTGAGE,PERSONAL,0
9773,26.0,female,Bachelor,90930.0,3.0,10000.0,8.94,0.11,2.0,644.0,No,MORTGAGE,DEBTCONSOLIDATION,0
24709,23.0,female,High School,67186.0,2.0,3850.0,5.42,0.06,2.0,656.0,Yes,MORTGAGE,DEBTCONSOLIDATION,0
945,23.0,male,Bachelor,96701.0,2.0,6475.0,6.99,0.07,3.0,496.0,No,RENT,PERSONAL,1
1346,23.0,male,Master,44396.0,2.0,8000.0,11.27,0.18,3.0,594.0,Yes,RENT,VENTURE,0
16159,23.0,female,Associate,42999.0,2.0,5000.0,6.99,0.12,2.0,660.0,Yes,RENT,PERSONAL,0
10782,23.0,male,High School,49007.0,0.0,2000.0,11.01,0.04,2.0,583.0,Yes,RENT,PERSONAL,0
10899,25.0,male,Associate,211311.0,0.0,20356.0,13.75,0.1,3.0,675.0,Yes,MORTGAGE,PERSONAL,0
6715,21.0,female,Bachelor,32445.0,1.0,4750.0,12.23,0.15,3.0,632.0,Yes,RENT,PERSONAL,0
174,27.0,female,Master,92145.0,0.0,13450.0,16.32,0.15,8.0,637.0,No,RENT,DEBTCONSOLIDATION,1
2664,36.0,female,Doctorate,39124.0,12.0,2400.0,18.79,0.06,14.0,609.0,No,RENT,MEDICAL,1
2172,25.0,female,High School,70087.0,2.0,6000.0,11.19,0.09,3.0,658.0,No,RENT,EDUCATION,1
615,25.0,female,Bachelor,49260.0,1.0,15000.0,12.58,0.3,3.0,720.0,No,RENT,EDUCATION,1
17792,27.0,male,Master,70060.0,4.0,15000.0,11.01,0.21,6.0,599.0,Yes,RENT,DEBTCONSOLIDATION,0
6099,23.0,male,Bachelor,31187.0,1.0,8000.0,13.61,0.26,4.0,577.0,No,RENT,PERSONAL,1
34,22.0,male,Associate,44093.0,1.0,10000.0,15.27,0.23,2.0,590.0,No,RENT,VENTURE,1
2707,30.0,male,Associate,29440.0,7.0,5000.0,11.11,0.17,9.0,693.0,No,RENT,EDUCATION,1
365,23.0,female,Bachelor,34728.0,1.0,10000.0,11.01,0.29,2.0,540.0,No,RENT,DEBTCONSOLIDATION,1
6365,24.0,male,Master,88506.0,3.0,11400.0,14.84,0.13,4.0,577.0,No,RENT,DEBTCONSOLIDATION,1
616,22.0,male,High School,35276.0,0.0,3825.0,15.96,0.11,3.0,563.0,No,RENT,VENTURE,1
5636,25.0,female,Master,39389.0,3.0,8575.0,15.62,0.22,2.0,698.0,No,RENT,DEBTCONSOLIDATION,1
5869,32.0,male,Master,8000.0,9.0,1200.0,12.73,0.15,9.0,580.0,No,RENT,PERSONAL,1
9634,25.0,male,Bachelor,84674.0,4.0,5600.0,8.57,0.07,3.0,611.0,Yes,RENT,MEDICAL,0
6493,26.0,female,Bachelor,83796.0,3.0,6200.0,15.99,0.07,2.0,631.0,No,MORTGAGE,HOMEIMPROVEMENT,1
14994,22.0,male,Associate,36965.0,0.0,5400.0,12.84,0.15,4.0,476.0,Yes,MORTGAGE,EDUCATION,0
21289,31.0,male,High School,73214.0,6.0,8367.0,12.23,0.11,6.0,623.0,Yes,RENT,VENTURE,0
1331,30.0,male,High School,30937.0,10.0,5000.0,9.91,0.16,7.0,668.0,No,RENT,HOMEIMPROVEMENT,1
17090,24.0,female,Associate,135698.0,0.0,3500.0,5.42,0.03,4.0,628.0,Yes,MORTGAGE,DEBTCONSOLIDATION,0
23364,25.0,male,Bachelor,46715.0,0.0,12500.0,13.06,0.27,2.0,602.0,Yes,OWN,VENTURE,0
3622,32.0,male,Bachelor,94748.0,11.0,1200.0,10.0,0.01,5.0,615.0,Yes,MORTGAGE,EDUCATION,0
3033,22.0,male,Bachelor,53536.0,0.0,16000.0,16.35,0.3,4.0,685.0,No,RENT,PERSONAL,1
25453,31.0,male,Master,99870.0,10.0,8000.0,11.68,0.08,6.0,623.0,Yes,MORTGAGE,PERSONAL,0
4236,24.0,male,Bachelor,151319.0,2.0,12000.0,14.27,0.08,2.0,703.0,No,RENT,MEDICAL,1
25523,24.0,male,High School,126786.0,0.0,8000.0,7.51,0.06,3.0,660.0,Yes,RENT,DEBTCONSOLIDATION,0
5072,27.0,male,High School,47649.0,7.0,5000.0,18.79,0.1,6.0,620.0,No,MORTGAGE,HOMEIMPROVEMENT,1
16803,26.0,male,Bachelor,39182.0,4.0,6400.0,14.35,0.16,4.0,664.0,Yes,RENT,VENTURE,0
5661,33.0,male,Doctorate,49148.0,10.0,15000.0,9.88,0.31,9.0,683.0,No,RENT,EDUCATION,1
3536,30.0,male,Bachelor,90948.0,5.0,6000.0,12.68,0.07,8.0,654.0,Yes,RENT,MEDICAL,0
29631,27.0,female,Bachelor,61537.0,4.0,12000.0,9.91,0.2,7.0,660.0,Yes,RENT,VENTURE,0
24247,29.0,female,Bachelor,93269.0,9.0,8225.0,11.01,0.09,10.0,613.0,Yes,RENT,EDUCATION,0
2153,37.0,female,High School,36820.0,15.0,10000.0,9.25,0.27,13.0,633.0,No,RENT,PERSONAL,1
25645,24.0,male,High School,65774.0,1.0,5600.0,10.59,0.09,4.0,616.0,Yes,RENT,VENTURE,0
5836,33.0,female,Associate,86436.0,10.0,19600.0,16.07,0.23,6.0,637.0,No,RENT,HOMEIMPROVEMENT,1
5617,26.0,female,Associate,54295.0,3.0,3000.0,7.49,0.06,4.0,574.0,No,RENT,HOMEIMPROVEMENT,1
2176,26.0,female,Bachelor,28088.0,6.0,2500.0,6.76,0.09,4.0,688.0,No,RENT,PERSONAL,1
18698,32.0,female,Bachelor,31292.0,9.0,3000.0,12.69,0.1,6.0,625.0,Yes,RENT,DEBTCONSOLIDATION,0
28549,29.0,male,Associate,144987.0,5.0,17500.0,12.87,0.12,5.0,667.0,Yes,RENT,MEDICAL,0
3090,23.0,female,Associate,35913.0,0.0,10000.0,17.93,0.28,3.0,677.0,No,RENT,EDUCATION,1
9162,30.0,male,High School,73174.0,6.0,12000.0,9.98,0.16,7.0,645.0,Yes,RENT,PERSONAL,0
11063,22.0,male,Bachelor,60449.0,0.0,5170.0,7.98,0.09,2.0,577.0,Yes,MORTGAGE,EDUCATION,0
3868,31.0,female,Bachelor,95792.0,11.0,6000.0,7.51,0.06,5.0,665.0,No,RENT,HOMEIMPROVEMENT,1
1772,32.0,male,Master,28432.0,11.0,7125.0,15.28,0.25,5.0,690.0,No,RENT,VENTURE,1
2294,31.0,female,Bachelor,68255.0,6.0,19240.0,15.46,0.28,5.0,650.0,No,RENT,MEDICAL,1
1013,30.0,female,High School,49689.0,9.0,2400.0,11.49,0.05,9.0,577.0,No,RENT,PERSONAL,1
1699,26.0,male,Associate,31218.0,2.0,1500.0,13.49,0.05,2.0,633.0,Yes,RENT,MEDICAL,0
5204,24.0,female,Bachelor,47847.0,0.0,7000.0,7.7,0.15,4.0,651.0,No,RENT,PERSONAL,1
1275,34.0,male,Bachelor,1138723.0,12.0,2000.0,9.99,0.0,7.0,609.0,Yes,MORTGAGE,PERSONAL,0
128,23.0,female,Associate,60972.0,0.0,8000.0,7.49,0.13,4.0,637.0,Yes,RENT,EDUCATION,0
1573,33.0,female,Bachelor,62063.0,12.0,1200.0,9.63,0.02,7.0,595.0,No,MORTGAGE,EDUCATION,1
19362,21.0,male,Bachelor,51622.0,1.0,7000.0,15.02,0.14,4.0,553.0,Yes,RENT,EDUCATION,0
1813,25.0,male,Associate,157290.0,1.0,18480.0,11.04,0.12,3.0,603.0,Yes,MORTGAGE,EDUCATION,0
26255,23.0,male,Bachelor,78736.0,3.0,6000.0,11.48,0.08,4.0,658.0,Yes,MORTGAGE,EDUCATION,0
5214,25.0,male,Associate,46440.0,5.0,13171.0,10.58,0.28,4.0,692.0,No,RENT,EDUCATION,1
28718,32.0,male,Associate,45869.0,9.0,1148.0,9.39,0.03,10.0,668.0,Yes,RENT,DEBTCONSOLIDATION,0
9517,22.0,male,Master,32518.0,0.0,4400.0,11.49,0.14,3.0,625.0,Yes,MORTGAGE,VENTURE,0
6291,53.0,female,High School,84871.0,32.0,24000.0,16.77,0.28,20.0,568.0,No,RENT,PERSONAL,1
21668,28.0,female,Bachelor,271654.0,3.0,20000.0,12.23,0.07,6.0,576.0,Yes,MORTGAGE,PERSONAL,0
5591,23.0,female,Associate,53457.0,1.0,10000.0,8.49,0.19,4.0,623.0,No,MORTGAGE,PERSONAL,1
966,26.0,male,Associate,85203.0,3.0,5400.0,12.53,0.06,4.0,639.0,Yes,MORTGAGE,PERSONAL,0
18696,28.0,male,High School,22776.0,4.0,2250.0,8.49,0.1,9.0,671.0,Yes,RENT,MEDICAL,0
30925,22.0,male,Associate,54901.0,0.0,12000.0,6.62,0.22,2.0,594.0,Yes,RENT,EDUCATION,0
449,23.0,male,Bachelor,36697.0,1.0,19750.0,11.14,0.54,4.0,660.0,No,RENT,VENTURE,1
6174,21.0,male,Bachelor,56255.0,2.0,6000.0,11.01,0.11,4.0,691.0,Yes,RENT,EDUCATION,0
28258,22.0,male,Bachelor,66830.0,4.0,13000.0,13.85,0.19,3.0,658.0,Yes,MORTGAGE,PERSONAL,0
617,23.0,female,Bachelor,37317.0,0.0,6000.0,17.46,0.16,4.0,666.0,No,RENT,DEBTCONSOLIDATION,1
20966,25.0,male,Bachelor,61375.0,0.0,7200.0,8.49,0.12,2.0,631.0,Yes,RENT,PERSONAL,0
6594,23.0,female,Associate,38505.0,0.0,10000.0,12.77,0.26,4.0,643.0,No,RENT,PERSONAL,1
5962,25.0,male,High School,101901.0,3.0,6000.0,10.62,0.06,4.0,627.0,Yes,MORTGAGE,VENTURE,0
5260,25.0,male,Bachelor,100521.0,3.0,5000.0,6.76,0.05,4.0,711.0,Yes,MORTGAGE,PERSONAL,0
6866,32.0,female,Associate,26323.0,8.0,10000.0,11.01,0.38,10.0,658.0,No,RENT,VENTURE,1
14970,29.0,male,Bachelor,31068.0,9.0,10000.0,13.49,0.32,6.0,575.0,Yes,OWN,VENTURE,0
20545,24.0,male,High School,84921.0,0.0,15000.0,11.24,0.18,5.0,599.0,Yes,RENT,VENTURE,0
1915,23.0,male,Bachelor,41980.0,0.0,11929.0,12.65,0.28,4.0,607.0,No,RENT,DEBTCONSOLIDATION,1
28591,25.0,male,Bachelor,84706.0,0.0,10000.0,8.95,0.12,3.0,574.0,Yes,RENT,MEDICAL,0
20195,24.0,female,Associate,94627.0,4.0,3600.0,5.42,0.04,4.0,623.0,Yes,MORTGAGE,DEBTCONSOLIDATION,0
30086,23.0,female,Bachelor,33776.0,1.0,4000.0,12.29,0.12,4.0,649.0,Yes,RENT,VENTURE,0
