ID,person_age,person_gender,person_education,person_income,person_emp_exp,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,person_home_ownership,loan_intent,loan_status
3121,"(20.0, 22.0)",female,Bachelor,"(8000.0, 35118.9)","(0.0, 1.0)","(500.0, 3000.0)","(13.49, 14.97)","(0.21, 0.26)","(2.0, 3.0)","(640.0, 652.0)",No,RENT,PERSONAL,1
2005,"(29.0, 31.0)",female,Bachelor,"(88474.9, 103841.0)","(7.0, 9.0)","(8000.0, 10000.0)","(14.97, 20.0)","(0.1, 0.12)","(4.0, 6.0)","(676.0, 692.0)",No,MORTGAGE,MEDICAL,1
3874,"(22.0, 23.0)",male,Bachelor,"(59456.0, 67048.0)","(0.0, 1.0)","(19200.0, 35000.0)","(6.99, 7.88)","(0.26, 0.66)","(2.0, 3.0)","(390.0, 563.0)",No,RENT,PERSONAL,1
25636,"(22.0, 23.0)",female,Bachelor,"(88474.9, 103841.0)","(0.0, 1.0)","(6600.0, 8000.0)","(6.99, 7.88)","(0.06, 0.08)","(3.0, 4.0)","(626.0, 640.0)",Yes,RENT,DEBTCONSOLIDATION,0
3054,"(27.0, 29.0)",female,Associate,"(59456.0, 67048.0)","(5.0, 7.0)","(8000.0, 10000.0)","(9.44, 10.58)","(0.14, 0.17)","(7.0, 9.0)","(611.0, 626.0)",No,RENT,MEDICAL,1
6192,"(23.0, 24.0)",male,Bachelor,"(35118.9, 43081.8)","(1.0, 3.0)","(8000.0, 10000.0)","(6.99, 7.88)","(0.21, 0.26)","(2.0, 3.0)","(640.0, 652.0)",No,RENT,PERSONAL,1
5046,"(25.0, 26.0)",female,Master,"(59456.0, 67048.0)","(1.0, 3.0)","(5400.0, 6600.0)","(14.97, 20.0)","(0.08, 0.1)","(2.0, 3.0)","(390.0, 563.0)",No,MORTGAGE,DEBTCONSOLIDATION,1
13002,"(24.0, 25.0)",male,High School,"(76436.8, 88474.9)","(5.0, 7.0)","(5400.0, 6600.0)","(12.53, 13.49)","(0.06, 0.08)","(2.0, 3.0)","(640.0, 652.0)",Yes,MORTGAGE,VENTURE,0
4980,"(22.0, 23.0)",female,High School,"(35118.9, 43081.8)","(0.0, 1.0)","(500.0, 3000.0)","(13.49, 14.97)","(0.04, 0.06)","(3.0, 4.0)","(591.0, 611.0)",No,RENT,HOMEIMPROVEMENT,1
3962,"(35.0, 144.0)",female,Bachelor,"(67048.0, 76436.8)","(13.0, 125.0)","(8000.0, 10000.0)","(14.97, 20.0)","(0.12, 0.14)","(11.0, 30.0)","(626.0, 640.0)",No,RENT,VENTURE,1
5865,"(20.0, 22.0)",male,High School,"(59456.0, 67048.0)","(0.0, 1.0)","(8000.0, 10000.0)","(5.42, 6.99)","(0.14, 0.17)","(3.0, 4.0)","(563.0, 591.0)",Yes,RENT,DEBTCONSOLIDATION,0
5379,"(31.0, 35.0)",female,Associate,"(67048.0, 76436.8)","(9.0, 13.0)","(19200.0, 35000.0)","(11.49, 12.53)","(0.21, 0.26)","(7.0, 9.0)","(652.0, 663.0)",No,RENT,VENTURE,1
1472,"(22.0, 23.0)",female,Bachelor,"(59456.0, 67048.0)","(0.0, 1.0)","(10000.0, 12000.0)","(6.99, 7.88)","(0.17, 0.21)","(2.0, 3.0)","(390.0, 563.0)",No,MORTGAGE,PERSONAL,1
3264,"(35.0, 144.0)",female,Associate,"(88474.9, 103841.0)","(7.0, 9.0)","(19200.0, 35000.0)","(9.44, 10.58)","(0.17, 0.21)","(11.0, 30.0)","(652.0, 663.0)",No,RENT,EDUCATION,1
5326,"(35.0, 144.0)",female,Associate,"(67048.0, 76436.8)","(13.0, 125.0)","(10000.0, 12000.0)","(14.97, 20.0)","(0.14, 0.17)","(11.0, 30.0)","(663.0, 676.0)",No,RENT,DEBTCONSOLIDATION,1
15545,"(25.0, 26.0)",female,Associate,"(35118.9, 43081.8)","(1.0, 3.0)","(3000.0, 4400.0)","(9.44, 10.58)","(0.08, 0.1)","(3.0, 4.0)","(626.0, 640.0)",Yes,RENT,VENTURE,0
476,"(24.0, 25.0)",male,Associate,"(8000.0, 35118.9)","(1.0, 3.0)","(6600.0, 8000.0)","(13.49, 14.97)","(0.26, 0.66)","(3.0, 4.0)","(390.0, 563.0)",No,RENT,MEDICAL,1
4478,"(26.0, 27.0)",female,High School,"(35118.9, 43081.8)","(5.0, 7.0)","(5400.0, 6600.0)","(12.53, 13.49)","(0.14, 0.17)","(7.0, 9.0)","(611.0, 626.0)",No,RENT,EDUCATION,1
4607,"(23.0, 24.0)",female,Associate,"(59456.0, 67048.0)","(0.0, 1.0)","(19200.0, 35000.0)","(14.97, 20.0)","(0.26, 0.66)","(2.0, 3.0)","(676.0, 692.0)",No,RENT,MEDICAL,1
1555,"(23.0, 24.0)",female,High School,"(133276.1, 7200766.0)","(0.0, 1.0)","(6600.0, 8000.0)","(6.99, 7.88)","(0.04, 0.06)","(3.0, 4.0)","(591.0, 611.0)",Yes,MORTGAGE,DEBTCONSOLIDATION,0
2091,"(24.0, 25.0)",female,Associate,"(8000.0, 35118.9)","(0.0, 1.0)","(3000.0, 4400.0)","(14.97, 20.0)","(0.14, 0.17)","(3.0, 4.0)","(563.0, 591.0)",No,RENT,EDUCATION,1
3545,"(27.0, 29.0)",male,Bachelor,"(8000.0, 35118.9)","(5.0, 7.0)","(3000.0, 4400.0)","(11.01, 11.49)","(0.17, 0.21)","(7.0, 9.0)","(626.0, 640.0)",No,RENT,VENTURE,1
12429,"(25.0, 26.0)",male,Bachelor,"(35118.9, 43081.8)","(4.0, 5.0)","(5400.0, 6600.0)","(6.99, 7.88)","(0.14, 0.17)","(2.0, 3.0)","(390.0, 563.0)",Yes,RENT,DEBTCONSOLIDATION,0
6407,"(20.0, 22.0)",male,High School,"(51221.0, 59456.0)","(0.0, 1.0)","(14520.2, 19200.0)","(10.58, 11.01)","(0.26, 0.66)","(2.0, 3.0)","(626.0, 640.0)",No,RENT,DEBTCONSOLIDATION,1
5170,"(23.0, 24.0)",male,Master,"(59456.0, 67048.0)","(1.0, 3.0)","(19200.0, 35000.0)","(9.44, 10.58)","(0.26, 0.66)","(2.0, 3.0)","(626.0, 640.0)",No,RENT,VENTURE,1
2785,"(20.0, 22.0)",male,High School,"(59456.0, 67048.0)","(1.0, 3.0)","(19200.0, 35000.0)","(14.97, 20.0)","(0.26, 0.66)","(2.0, 3.0)","(640.0, 652.0)",No,RENT,EDUCATION,1
8022,"(27.0, 29.0)",male,Associate,"(88474.9, 103841.0)","(5.0, 7.0)","(14520.2, 19200.0)","(10.58, 11.01)","(0.17, 0.21)","(4.0, 6.0)","(563.0, 591.0)",Yes,RENT,EDUCATION,0
4024,"(23.0, 24.0)",male,High School,"(51221.0, 59456.0)","(1.0, 3.0)","(8000.0, 10000.0)","(9.44, 10.58)","(0.17, 0.21)","(2.0, 3.0)","(640.0, 652.0)",Yes,RENT,MEDICAL,0
20719,"(24.0, 25.0)",male,Associate,"(103841.0, 133276.1)","(0.0, 1.0)","(19200.0, 35000.0)","(6.99, 7.88)","(0.14, 0.17)","(2.0, 3.0)","(591.0, 611.0)",Yes,MORTGAGE,PERSONAL,0
1303,"(24.0, 25.0)",male,Associate,"(8000.0, 35118.9)","(3.0, 4.0)","(8000.0, 10000.0)","(7.88, 9.44)","(0.26, 0.66)","(2.0, 3.0)","(676.0, 692.0)",No,RENT,DEBTCONSOLIDATION,1
697,"(24.0, 25.0)",male,High School,"(59456.0, 67048.0)","(3.0, 4.0)","(6600.0, 8000.0)","(12.53, 13.49)","(0.1, 0.12)","(3.0, 4.0)","(626.0, 640.0)",No,MORTGAGE,MEDICAL,1
17307,"(20.0, 22.0)",female,Associate,"(35118.9, 43081.8)","(0.0, 1.0)","(6600.0, 8000.0)","(14.97, 20.0)","(0.14, 0.17)","(3.0, 4.0)","(611.0, 626.0)",Yes,OWN,VENTURE,0
2324,"(31.0, 35.0)",female,Associate,"(133276.1, 7200766.0)","(9.0, 13.0)","(19200.0, 35000.0)","(10.58, 11.01)","(0.14, 0.17)","(6.0, 7.0)","(563.0, 591.0)",No,RENT,DEBTCONSOLIDATION,1
1536,"(24.0, 25.0)",female,Bachelor,"(43081.8, 51221.0)","(0.0, 1.0)","(12000.0, 14520.2)","(10.58, 11.01)","(0.26, 0.66)","(2.0, 3.0)","(626.0, 640.0)",No,RENT,DEBTCONSOLIDATION,1
3016,"(27.0, 29.0)",male,Associate,"(103841.0, 133276.1)","(4.0, 5.0)","(10000.0, 12000.0)","(7.88, 9.44)","(0.1, 0.12)","(7.0, 9.0)","(663.0, 676.0)",Yes,MORTGAGE,EDUCATION,0
3779,"(24.0, 25.0)",female,High School,"(51221.0, 59456.0)","(1.0, 3.0)","(14520.2, 19200.0)","(10.58, 11.01)","(0.26, 0.66)","(2.0, 3.0)","(663.0, 676.0)",No,RENT,DEBTCONSOLIDATION,1
16391,"(31.0, 35.0)",male,High School,"(67048.0, 76436.8)","(7.0, 9.0)","(6600.0, 8000.0)","(6.99, 7.88)","(0.1, 0.12)","(4.0, 6.0)","(663.0, 676.0)",Yes,RENT,DEBTCONSOLIDATION,0
6840,"(26.0, 27.0)",female,High School,"(43081.8, 51221.0)","(5.0, 7.0)","(14520.2, 19200.0)","(14.97, 20.0)","(0.26, 0.66)","(7.0, 9.0)","(611.0, 626.0)",No,RENT,EDUCATION,1
2805,"(22.0, 23.0)",male,Bachelor,"(51221.0, 59456.0)","(0.0, 1.0)","(10000.0, 12000.0)","(12.53, 13.49)","(0.21, 0.26)","(2.0, 3.0)","(390.0, 563.0)",Yes,RENT,EDUCATION,0
5173,"(26.0, 27.0)",female,High School,"(8000.0, 35118.9)","(1.0, 3.0)","(8000.0, 10000.0)","(12.53, 13.49)","(0.26, 0.66)","(4.0, 6.0)","(563.0, 591.0)",No,RENT,EDUCATION,1
5312,"(31.0, 35.0)",female,Associate,"(35118.9, 43081.8)","(7.0, 9.0)","(3000.0, 4400.0)","(10.58, 11.01)","(0.08, 0.1)","(6.0, 7.0)","(591.0, 611.0)",No,RENT,DEBTCONSOLIDATION,1
26863,"(27.0, 29.0)",male,High School,"(51221.0, 59456.0)","(4.0, 5.0)","(8000.0, 10000.0)","(6.99, 7.88)","(0.14, 0.17)","(9.0, 11.0)","(652.0, 663.0)",Yes,RENT,VENTURE,0
5762,"(31.0, 35.0)",male,Associate,"(76436.8, 88474.9)","(7.0, 9.0)","(8000.0, 10000.0)","(14.97, 20.0)","(0.1, 0.12)","(7.0, 9.0)","(591.0, 611.0)",Yes,MORTGAGE,PERSONAL,0
16629,"(24.0, 25.0)",male,Bachelor,"(133276.1, 7200766.0)","(0.0, 1.0)","(5400.0, 6600.0)","(9.44, 10.58)","(0.0, 0.04)","(2.0, 3.0)","(640.0, 652.0)",Yes,MORTGAGE,PERSONAL,0
25987,"(22.0, 23.0)",male,Bachelor,"(67048.0, 76436.8)","(0.0, 1.0)","(5400.0, 6600.0)","(10.58, 11.01)","(0.06, 0.08)","(2.0, 3.0)","(390.0, 563.0)",Yes,RENT,MEDICAL,0
3568,"(31.0, 35.0)",male,High School,"(59456.0, 67048.0)","(9.0, 13.0)","(14520.2, 19200.0)","(9.44, 10.58)","(0.26, 0.66)","(7.0, 9.0)","(563.0, 591.0)",No,RENT,MEDICAL,1
5293,"(27.0, 29.0)",male,Bachelor,"(51221.0, 59456.0)","(4.0, 5.0)","(4400.0, 5400.0)","(12.53, 13.49)","(0.08, 0.1)","(4.0, 6.0)","(611.0, 626.0)",No,RENT,HOMEIMPROVEMENT,1
3731,"(22.0, 23.0)",female,High School,"(59456.0, 67048.0)","(0.0, 1.0)","(5400.0, 6600.0)","(10.58, 11.01)","(0.08, 0.1)","(2.0, 3.0)","(640.0, 652.0)",No,MORTGAGE,DEBTCONSOLIDATION,1
25148,"(20.0, 22.0)",male,Bachelor,"(88474.9, 103841.0)","(0.0, 1.0)","(8000.0, 10000.0)","(5.42, 6.99)","(0.08, 0.1)","(3.0, 4.0)","(563.0, 591.0)",Yes,MORTGAGE,PERSONAL,0
1457,"(22.0, 23.0)",female,Bachelor,"(35118.9, 43081.8)","(3.0, 4.0)","(6600.0, 8000.0)","(12.53, 13.49)","(0.21, 0.26)","(2.0, 3.0)","(390.0, 563.0)",No,RENT,EDUCATION,1
4615,"(29.0, 31.0)",male,Bachelor,"(8000.0, 35118.9)","(4.0, 5.0)","(6600.0, 8000.0)","(9.44, 10.58)","(0.26, 0.66)","(7.0, 9.0)","(676.0, 692.0)",No,RENT,HOMEIMPROVEMENT,1
3275,"(20.0, 22.0)",male,Master,"(35118.9, 43081.8)","(0.0, 1.0)","(500.0, 3000.0)","(14.97, 20.0)","(0.0, 0.04)","(3.0, 4.0)","(390.0, 563.0)",No,RENT,HOMEIMPROVEMENT,1
2128,"(24.0, 25.0)",male,Bachelor,"(76436.8, 88474.9)","(5.0, 7.0)","(19200.0, 35000.0)","(11.49, 12.53)","(0.21, 0.26)","(2.0, 3.0)","(692.0, 850.0)",No,RENT,VENTURE,1
6169,"(31.0, 35.0)",male,Bachelor,"(43081.8, 51221.0)","(7.0, 9.0)","(500.0, 3000.0)","(14.97, 20.0)","(0.04, 0.06)","(4.0, 6.0)","(626.0, 640.0)",No,MORTGAGE,PERSONAL,1
21795,"(26.0, 27.0)",male,Bachelor,"(103841.0, 133276.1)","(5.0, 7.0)","(8000.0, 10000.0)","(12.53, 13.49)","(0.06, 0.08)","(6.0, 7.0)","(611.0, 626.0)",Yes,RENT,DEBTCONSOLIDATION,0
23309,"(25.0, 26.0)",female,Associate,"(133276.1, 7200766.0)","(3.0, 4.0)","(3000.0, 4400.0)","(10.58, 11.01)","(0.0, 0.04)","(2.0, 3.0)","(563.0, 591.0)",Yes,RENT,EDUCATION,0
9244,"(20.0, 22.0)",female,Associate,"(67048.0, 76436.8)","(0.0, 1.0)","(12000.0, 14520.2)","(7.88, 9.44)","(0.14, 0.17)","(2.0, 3.0)","(652.0, 663.0)",Yes,MORTGAGE,EDUCATION,0
2057,"(27.0, 29.0)",male,Bachelor,"(35118.9, 43081.8)","(5.0, 7.0)","(3000.0, 4400.0)","(13.49, 14.97)","(0.08, 0.1)","(7.0, 9.0)","(626.0, 640.0)",No,RENT,MEDICAL,1
6694,"(26.0, 27.0)",male,Bachelor,"(51221.0, 59456.0)","(1.0, 3.0)","(3000.0, 4400.0)","(11.49, 12.53)","(0.06, 0.08)","(7.0, 9.0)","(611.0, 626.0)",No,MORTGAGE,PERSONAL,1
29681,"(24.0, 25.0)",male,Associate,"(67048.0, 76436.8)","(1.0, 3.0)","(5400.0, 6600.0)","(11.01, 11.49)","(0.06, 0.08)","(2.0, 3.0)","(611.0, 626.0)",Yes,RENT,MEDICAL,0
23497,"(23.0, 24.0)",female,High School,"(76436.8, 88474.9)","(0.0, 1.0)","(500.0, 3000.0)","(6.99, 7.88)","(0.0, 0.04)","(2.0, 3.0)","(390.0, 563.0)",Yes,MORTGAGE,DEBTCONSOLIDATION,0
14825,"(31.0, 35.0)",female,Bachelor,"(76436.8, 88474.9)","(7.0, 9.0)","(5400.0, 6600.0)","(5.42, 6.99)","(0.06, 0.08)","(9.0, 11.0)","(676.0, 692.0)",Yes,MORTGAGE,DEBTCONSOLIDATION,0
3678,"(31.0, 35.0)",male,Associate,"(59456.0, 67048.0)","(7.0, 9.0)","(5400.0, 6600.0)","(13.49, 14.97)","(0.08, 0.1)","(6.0, 7.0)","(676.0, 692.0)",No,RENT,DEBTCONSOLIDATION,1
1787,"(27.0, 29.0)",female,Bachelor,"(35118.9, 43081.8)","(1.0, 3.0)","(10000.0, 12000.0)","(6.99, 7.88)","(0.26, 0.66)","(9.0, 11.0)","(626.0, 640.0)",No,RENT,DEBTCONSOLIDATION,1
9801,"(22.0, 23.0)",male,Bachelor,"(59456.0, 67048.0)","(0.0, 1.0)","(4400.0, 5400.0)","(11.49, 12.53)","(0.06, 0.08)","(2.0, 3.0)","(390.0, 563.0)",Yes,RENT,MEDICAL,0
25643,"(23.0, 24.0)",male,Associate,"(76436.8, 88474.9)","(0.0, 1.0)","(8000.0, 10000.0)","(5.42, 6.99)","(0.1, 0.12)","(3.0, 4.0)","(390.0, 563.0)",Yes,RENT,DEBTCONSOLIDATION,0
6261,"(35.0, 144.0)",male,Master,"(76436.8, 88474.9)","(13.0, 125.0)","(8000.0, 10000.0)","(10.58, 11.01)","(0.1, 0.12)","(11.0, 30.0)","(611.0, 626.0)",No,MORTGAGE,DEBTCONSOLIDATION,1
19852,"(20.0, 22.0)",female,Bachelor,"(88474.9, 103841.0)","(0.0, 1.0)","(8000.0, 10000.0)","(10.58, 11.01)","(0.08, 0.1)","(2.0, 3.0)","(692.0, 850.0)",Yes,MORTGAGE,DEBTCONSOLIDATION,0
2355,"(25.0, 26.0)",female,Bachelor,"(35118.9, 43081.8)","(4.0, 5.0)","(5400.0, 6600.0)","(14.97, 20.0)","(0.14, 0.17)","(4.0, 6.0)","(676.0, 692.0)",No,RENT,MEDICAL,1
30351,"(22.0, 23.0)",male,Bachelor,"(103841.0, 133276.1)","(0.0, 1.0)","(10000.0, 12000.0)","(7.88, 9.44)","(0.08, 0.1)","(2.0, 3.0)","(591.0, 611.0)",Yes,MORTGAGE,EDUCATION,0
22175,"(20.0, 22.0)",male,Bachelor,"(76436.8, 88474.9)","(1.0, 3.0)","(500.0, 3000.0)","(10.58, 11.01)","(0.0, 0.04)","(2.0, 3.0)","(652.0, 663.0)",Yes,RENT,EDUCATION,0
11703,"(35.0, 144.0)",male,Associate,"(8000.0, 35118.9)","(13.0, 125.0)","(3000.0, 4400.0)","(6.99, 7.88)","(0.14, 0.17)","(11.0, 30.0)","(591.0, 611.0)",Yes,OWN,PERSONAL,0
2054,"(25.0, 26.0)",female,Associate,"(51221.0, 59456.0)","(0.0, 1.0)","(5400.0, 6600.0)","(13.49, 14.97)","(0.08, 0.1)","(2.0, 3.0)","(652.0, 663.0)",No,RENT,MEDICAL,1
6604,"(27.0, 29.0)",male,Master,"(35118.9, 43081.8)","(7.0, 9.0)","(10000.0, 12000.0)","(7.88, 9.44)","(0.26, 0.66)","(4.0, 6.0)","(663.0, 676.0)",No,RENT,DEBTCONSOLIDATION,1
3651,"(20.0, 22.0)",female,Master,"(35118.9, 43081.8)","(0.0, 1.0)","(6600.0, 8000.0)","(5.42, 6.99)","(0.17, 0.21)","(3.0, 4.0)","(663.0, 676.0)",No,RENT,EDUCATION,1
5349,"(31.0, 35.0)",female,Associate,"(67048.0, 76436.8)","(9.0, 13.0)","(8000.0, 10000.0)","(13.49, 14.97)","(0.12, 0.14)","(7.0, 9.0)","(692.0, 850.0)",No,RENT,EDUCATION,1
13408,"(23.0, 24.0)",male,Associate,"(51221.0, 59456.0)","(1.0, 3.0)","(3000.0, 4400.0)","(10.58, 11.01)","(0.06, 0.08)","(2.0, 3.0)","(676.0, 692.0)",Yes,MORTGAGE,PERSONAL,0
2604,"(27.0, 29.0)",male,Bachelor,"(76436.8, 88474.9)","(5.0, 7.0)","(8000.0, 10000.0)","(6.99, 7.88)","(0.1, 0.12)","(7.0, 9.0)","(626.0, 640.0)",No,RENT,DEBTCONSOLIDATION,1
8267,"(25.0, 26.0)",male,Bachelor,"(67048.0, 76436.8)","(3.0, 4.0)","(10000.0, 12000.0)","(6.99, 7.88)","(0.14, 0.17)","(2.0, 3.0)","(676.0, 692.0)",Yes,MORTGAGE,PERSONAL,0
2828,"(26.0, 27.0)",female,Associate,"(133276.1, 7200766.0)","(5.0, 7.0)","(3000.0, 4400.0)","(11.49, 12.53)","(0.0, 0.04)","(9.0, 11.0)","(591.0, 611.0)",No,RENT,EDUCATION,1
9598,"(25.0, 26.0)",male,Master,"(76436.8, 88474.9)","(3.0, 4.0)","(4400.0, 5400.0)","(6.99, 7.88)","(0.04, 0.06)","(2.0, 3.0)","(563.0, 591.0)",Yes,MORTGAGE,VENTURE,0
3665,"(29.0, 31.0)",male,Bachelor,"(103841.0, 133276.1)","(7.0, 9.0)","(8000.0, 10000.0)","(5.42, 6.99)","(0.06, 0.08)","(4.0, 6.0)","(591.0, 611.0)",Yes,RENT,PERSONAL,0
2934,"(31.0, 35.0)",female,Master,"(133276.1, 7200766.0)","(9.0, 13.0)","(14520.2, 19200.0)","(14.97, 20.0)","(0.06, 0.08)","(4.0, 6.0)","(626.0, 640.0)",No,MORTGAGE,PERSONAL,1
1178,"(24.0, 25.0)",male,Bachelor,"(43081.8, 51221.0)","(0.0, 1.0)","(6600.0, 8000.0)","(7.88, 9.44)","(0.14, 0.17)","(4.0, 6.0)","(652.0, 663.0)",No,RENT,DEBTCONSOLIDATION,1
4914,"(20.0, 22.0)",female,Associate,"(35118.9, 43081.8)","(0.0, 1.0)","(8000.0, 10000.0)","(10.58, 11.01)","(0.21, 0.26)","(2.0, 3.0)","(652.0, 663.0)",No,RENT,DEBTCONSOLIDATION,1
5381,"(31.0, 35.0)",male,Bachelor,"(8000.0, 35118.9)","(9.0, 13.0)","(8000.0, 10000.0)","(13.49, 14.97)","(0.26, 0.66)","(9.0, 11.0)","(692.0, 850.0)",No,RENT,PERSONAL,1
5600,"(25.0, 26.0)",male,Associate,"(88474.9, 103841.0)","(1.0, 3.0)","(14520.2, 19200.0)","(14.97, 20.0)","(0.14, 0.17)","(3.0, 4.0)","(611.0, 626.0)",No,RENT,DEBTCONSOLIDATION,1
4314,"(35.0, 144.0)",female,Associate,"(88474.9, 103841.0)","(13.0, 125.0)","(19200.0, 35000.0)","(14.97, 20.0)","(0.21, 0.26)","(11.0, 30.0)","(652.0, 663.0)",No,RENT,HOMEIMPROVEMENT,1
9005,"(22.0, 23.0)",male,Associate,"(133276.1, 7200766.0)","(0.0, 1.0)","(10000.0, 12000.0)","(7.88, 9.44)","(0.06, 0.08)","(3.0, 4.0)","(563.0, 591.0)",Yes,MORTGAGE,EDUCATION,0
2381,"(22.0, 23.0)",female,Bachelor,"(35118.9, 43081.8)","(1.0, 3.0)","(4400.0, 5400.0)","(9.44, 10.58)","(0.12, 0.14)","(3.0, 4.0)","(663.0, 676.0)",No,RENT,DEBTCONSOLIDATION,1
3009,"(26.0, 27.0)",male,Master,"(35118.9, 43081.8)","(3.0, 4.0)","(3000.0, 4400.0)","(14.97, 20.0)","(0.08, 0.1)","(7.0, 9.0)","(563.0, 591.0)",No,RENT,MEDICAL,1
3553,"(23.0, 24.0)",male,Bachelor,"(103841.0, 133276.1)","(3.0, 4.0)","(19200.0, 35000.0)","(10.58, 11.01)","(0.17, 0.21)","(3.0, 4.0)","(692.0, 850.0)",No,MORTGAGE,MEDICAL,1
8966,"(27.0, 29.0)",female,Bachelor,"(59456.0, 67048.0)","(5.0, 7.0)","(19200.0, 35000.0)","(10.58, 11.01)","(0.26, 0.66)","(9.0, 11.0)","(563.0, 591.0)",Yes,MORTGAGE,DEBTCONSOLIDATION,0
5523,"(27.0, 29.0)",female,High School,"(8000.0, 35118.9)","(4.0, 5.0)","(10000.0, 12000.0)","(9.44, 10.58)","(0.26, 0.66)","(7.0, 9.0)","(611.0, 626.0)",No,RENT,PERSONAL,1
3526,"(35.0, 144.0)",female,Associate,"(88474.9, 103841.0)","(13.0, 125.0)","(8000.0, 10000.0)","(12.53, 13.49)","(0.06, 0.08)","(11.0, 30.0)","(692.0, 850.0)",No,MORTGAGE,DEBTCONSOLIDATION,1
4667,"(25.0, 26.0)",female,Associate,"(59456.0, 67048.0)","(3.0, 4.0)","(14520.2, 19200.0)","(11.01, 11.49)","(0.26, 0.66)","(4.0, 6.0)","(390.0, 563.0)",No,RENT,DEBTCONSOLIDATION,1
6892,"(31.0, 35.0)",male,Master,"(67048.0, 76436.8)","(9.0, 13.0)","(10000.0, 12000.0)","(14.97, 20.0)","(0.14, 0.17)","(9.0, 11.0)","(652.0, 663.0)",No,MORTGAGE,MEDICAL,1
17447,"(29.0, 31.0)",male,High School,"(133276.1, 7200766.0)","(5.0, 7.0)","(8000.0, 10000.0)","(9.44, 10.58)","(0.04, 0.06)","(4.0, 6.0)","(390.0, 563.0)",Yes,MORTGAGE,VENTURE,0
14149,"(25.0, 26.0)",male,Bachelor,"(59456.0, 67048.0)","(1.0, 3.0)","(3000.0, 4400.0)","(6.99, 7.88)","(0.04, 0.06)","(2.0, 3.0)","(640.0, 652.0)",Yes,MORTGAGE,PERSONAL,0
4383,"(31.0, 35.0)",female,Associate,"(76436.8, 88474.9)","(9.0, 13.0)","(19200.0, 35000.0)","(12.53, 13.49)","(0.26, 0.66)","(4.0, 6.0)","(640.0, 652.0)",No,MORTGAGE,HOMEIMPROVEMENT,1
17350,"(25.0, 26.0)",male,Associate,"(103841.0, 133276.1)","(3.0, 4.0)","(8000.0, 10000.0)","(9.44, 10.58)","(0.06, 0.08)","(2.0, 3.0)","(591.0, 611.0)",Yes,MORTGAGE,VENTURE,0
