ID,person_age,person_gender,person_education,person_income,person_emp_exp,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,person_home_ownership,loan_intent,loan_status
15312,"(20.0, 32.4)",female,Bachelor,"(8000.0, 727276.6)","(0.0, 12.4)","(3950.0, 7400.0)","(9.79, 11.25)","(0.0, 0.07)","(7.6, 10.4)","(666.0, 712.0)",No,MORTGAGE,EDUCATION,0
1531,"(20.0, 32.4)",male,Bachelor,"(8000.0, 727276.6)","(0.0, 12.4)","(10850.0, 14300.0)","(11.25, 12.71)","(0.26, 0.33)","(2.0, 4.8)","(574.0, 620.0)",No,MORTGAGE,PERSONAL,1
2199,"(20.0, 32.4)",male,Bachelor,"(8000.0, 727276.6)","(0.0, 12.4)","(14300.0, 17750.0)","(5.42, 6.88)","(0.13, 0.2)","(2.0, 4.8)","(620.0, 666.0)",No,RENT,EDUCATION,0
3070,"(32.4, 44.8)",male,Associate,"(8000.0, 727276.6)","(12.4, 24.8)","(500.0, 3950.0)","(6.88, 8.34)","(0.0, 0.07)","(7.6, 10.4)","(666.0, 712.0)",No,RENT,MEDICAL,1
27371,"(20.0, 32.4)",female,Bachelor,"(8000.0, 727276.6)","(0.0, 12.4)","(500.0, 3950.0)","(12.71, 14.17)","(0.0, 0.07)","(10.4, 13.2)","(666.0, 712.0)",No,RENT,EDUCATION,0
28463,"(20.0, 32.4)",male,Master,"(8000.0, 727276.6)","(0.0, 12.4)","(3950.0, 7400.0)","(11.25, 12.71)","(0.07, 0.13)","(2.0, 4.8)","(666.0, 712.0)",No,MORTGAGE,MEDICAL,0
5649,"(20.0, 32.4)",male,High School,"(8000.0, 727276.6)","(0.0, 12.4)","(10850.0, 14300.0)","(8.34, 9.79)","(0.13, 0.2)","(4.8, 7.6)","(574.0, 620.0)",No,RENT,VENTURE,0
25825,"(32.4, 44.8)",female,Bachelor,"(8000.0, 727276.6)","(0.0, 12.4)","(500.0, 3950.0)","(9.79, 11.25)","(0.0, 0.07)","(10.4, 13.2)","(620.0, 666.0)",No,RENT,MEDICAL,0
11890,"(20.0, 32.4)",male,Bachelor,"(8000.0, 727276.6)","(0.0, 12.4)","(3950.0, 7400.0)","(5.42, 6.88)","(0.0, 0.07)","(7.6, 10.4)","(574.0, 620.0)",No,MORTGAGE,HOMEIMPROVEMENT,0
4964,"(20.0, 32.4)",male,Master,"(8000.0, 727276.6)","(0.0, 12.4)","(24650.0, 28100.0)","(18.54, 20.0)","(0.2, 0.26)","(2.0, 4.8)","(574.0, 620.0)",No,MORTGAGE,DEBTCONSOLIDATION,1
11885,"(20.0, 32.4)",male,Bachelor,"(8000.0, 727276.6)","(0.0, 12.4)","(3950.0, 7400.0)","(15.63, 17.08)","(0.07, 0.13)","(7.6, 10.4)","(574.0, 620.0)",No,RENT,MEDICAL,1
9976,"(44.8, 57.2)",male,High School,"(8000.0, 727276.6)","(12.4, 24.8)","(17750.0, 21200.0)","(15.63, 17.08)","(0.33, 0.4)","(10.4, 13.2)","(666.0, 712.0)",No,RENT,VENTURE,1
10852,"(20.0, 32.4)",female,Associate,"(8000.0, 727276.6)","(0.0, 12.4)","(14300.0, 17750.0)","(11.25, 12.71)","(0.33, 0.4)","(4.8, 7.6)","(574.0, 620.0)",No,RENT,EDUCATION,1
17522,"(20.0, 32.4)",female,High School,"(8000.0, 727276.6)","(0.0, 12.4)","(7400.0, 10850.0)","(14.17, 15.63)","(0.0, 0.07)","(4.8, 7.6)","(620.0, 666.0)",No,MORTGAGE,DEBTCONSOLIDATION,1
15505,"(20.0, 32.4)",male,Associate,"(8000.0, 727276.6)","(0.0, 12.4)","(14300.0, 17750.0)","(9.79, 11.25)","(0.13, 0.2)","(2.0, 4.8)","(666.0, 712.0)",No,MORTGAGE,VENTURE,0
2328,"(32.4, 44.8)",male,Bachelor,"(8000.0, 727276.6)","(12.4, 24.8)","(3950.0, 7400.0)","(11.25, 12.71)","(0.07, 0.13)","(4.8, 7.6)","(620.0, 666.0)",No,MORTGAGE,MEDICAL,1
18370,"(20.0, 32.4)",male,Bachelor,"(8000.0, 727276.6)","(0.0, 12.4)","(17750.0, 21200.0)","(12.71, 14.17)","(0.0, 0.07)","(2.0, 4.8)","(666.0, 712.0)",No,RENT,EDUCATION,0
23241,"(20.0, 32.4)",male,Master,"(8000.0, 727276.6)","(0.0, 12.4)","(3950.0, 7400.0)","(8.34, 9.79)","(0.07, 0.13)","(2.0, 4.8)","(666.0, 712.0)",No,RENT,EDUCATION,0
3737,"(20.0, 32.4)",male,Master,"(8000.0, 727276.6)","(0.0, 12.4)","(14300.0, 17750.0)","(8.34, 9.79)","(0.07, 0.13)","(7.6, 10.4)","(620.0, 666.0)",No,RENT,EDUCATION,1
3435,"(20.0, 32.4)",female,Master,"(8000.0, 727276.6)","(0.0, 12.4)","(3950.0, 7400.0)","(11.25, 12.71)","(0.13, 0.2)","(2.0, 4.8)","(666.0, 712.0)",No,RENT,DEBTCONSOLIDATION,1
6635,"(20.0, 32.4)",female,Bachelor,"(8000.0, 727276.6)","(0.0, 12.4)","(3950.0, 7400.0)","(6.88, 8.34)","(0.07, 0.13)","(2.0, 4.8)","(620.0, 666.0)",No,RENT,MEDICAL,0
21904,"(20.0, 32.4)",male,Bachelor,"(8000.0, 727276.6)","(0.0, 12.4)","(500.0, 3950.0)","(9.79, 11.25)","(0.0, 0.07)","(2.0, 4.8)","(528.0, 574.0)",No,RENT,DEBTCONSOLIDATION,1
30426,"(20.0, 32.4)",female,Bachelor,"(8000.0, 727276.6)","(0.0, 12.4)","(10850.0, 14300.0)","(9.79, 11.25)","(0.13, 0.2)","(2.0, 4.8)","(620.0, 666.0)",No,RENT,DEBTCONSOLIDATION,0
606,"(20.0, 32.4)",female,Associate,"(8000.0, 727276.6)","(0.0, 12.4)","(7400.0, 10850.0)","(12.71, 14.17)","(0.26, 0.33)","(2.0, 4.8)","(666.0, 712.0)",No,RENT,MEDICAL,1
3175,"(20.0, 32.4)",male,Bachelor,"(8000.0, 727276.6)","(0.0, 12.4)","(7400.0, 10850.0)","(14.17, 15.63)","(0.0, 0.07)","(2.0, 4.8)","(620.0, 666.0)",No,MORTGAGE,HOMEIMPROVEMENT,0
26612,"(32.4, 44.8)",female,Bachelor,"(8000.0, 727276.6)","(0.0, 12.4)","(7400.0, 10850.0)","(9.79, 11.25)","(0.13, 0.2)","(7.6, 10.4)","(666.0, 712.0)",No,MORTGAGE,DEBTCONSOLIDATION,0
24366,"(20.0, 32.4)",male,Master,"(8000.0, 727276.6)","(0.0, 12.4)","(7400.0, 10850.0)","(12.71, 14.17)","(0.07, 0.13)","(2.0, 4.8)","(666.0, 712.0)",No,RENT,HOMEIMPROVEMENT,1
4490,"(20.0, 32.4)",female,High School,"(8000.0, 727276.6)","(0.0, 12.4)","(14300.0, 17750.0)","(12.71, 14.17)","(0.2, 0.26)","(2.0, 4.8)","(620.0, 666.0)",No,RENT,MEDICAL,0
14800,"(20.0, 32.4)",female,High School,"(8000.0, 727276.6)","(0.0, 12.4)","(7400.0, 10850.0)","(11.25, 12.71)","(0.13, 0.2)","(2.0, 4.8)","(528.0, 574.0)",No,RENT,PERSONAL,0
14028,"(20.0, 32.4)",female,Associate,"(8000.0, 727276.6)","(0.0, 12.4)","(14300.0, 17750.0)","(5.42, 6.88)","(0.13, 0.2)","(2.0, 4.8)","(666.0, 712.0)",No,MORTGAGE,EDUCATION,0
1582,"(20.0, 32.4)",male,Associate,"(8000.0, 727276.6)","(0.0, 12.4)","(7400.0, 10850.0)","(9.79, 11.25)","(0.13, 0.2)","(2.0, 4.8)","(620.0, 666.0)",No,RENT,VENTURE,0
13446,"(20.0, 32.4)",female,Master,"(8000.0, 727276.6)","(0.0, 12.4)","(3950.0, 7400.0)","(15.63, 17.08)","(0.07, 0.13)","(2.0, 4.8)","(528.0, 574.0)",No,MORTGAGE,DEBTCONSOLIDATION,1
10402,"(20.0, 32.4)",male,Master,"(8000.0, 727276.6)","(0.0, 12.4)","(7400.0, 10850.0)","(8.34, 9.79)","(0.07, 0.13)","(2.0, 4.8)","(620.0, 666.0)",No,RENT,PERSONAL,0
27668,"(20.0, 32.4)",male,Bachelor,"(8000.0, 727276.6)","(0.0, 12.4)","(3950.0, 7400.0)","(9.79, 11.25)","(0.26, 0.33)","(2.0, 4.8)","(620.0, 666.0)",No,RENT,DEBTCONSOLIDATION,1
9884,"(20.0, 32.4)",male,Associate,"(8000.0, 727276.6)","(0.0, 12.4)","(7400.0, 10850.0)","(11.25, 12.71)","(0.13, 0.2)","(2.0, 4.8)","(620.0, 666.0)",No,RENT,PERSONAL,1
18344,"(20.0, 32.4)",male,Associate,"(8000.0, 727276.6)","(0.0, 12.4)","(14300.0, 17750.0)","(14.17, 15.63)","(0.53, 0.59)","(7.6, 10.4)","(666.0, 712.0)",No,RENT,MEDICAL,1
6842,"(20.0, 32.4)",female,Bachelor,"(8000.0, 727276.6)","(0.0, 12.4)","(500.0, 3950.0)","(6.88, 8.34)","(0.0, 0.07)","(2.0, 4.8)","(574.0, 620.0)",No,MORTGAGE,MEDICAL,0
10451,"(20.0, 32.4)",female,Associate,"(8000.0, 727276.6)","(0.0, 12.4)","(500.0, 3950.0)","(6.88, 8.34)","(0.0, 0.07)","(4.8, 7.6)","(574.0, 620.0)",No,MORTGAGE,PERSONAL,0
12696,"(44.8, 57.2)",male,Associate,"(8000.0, 727276.6)","(12.4, 24.8)","(7400.0, 10850.0)","(9.79, 11.25)","(0.13, 0.2)","(10.4, 13.2)","(666.0, 712.0)",No,RENT,MEDICAL,1
21988,"(20.0, 32.4)",female,Bachelor,"(8000.0, 727276.6)","(0.0, 12.4)","(31550.0, 35000.0)","(17.08, 18.54)","(0.33, 0.4)","(4.8, 7.6)","(574.0, 620.0)",No,RENT,DEBTCONSOLIDATION,1
1636,"(20.0, 32.4)",female,Bachelor,"(8000.0, 727276.6)","(0.0, 12.4)","(3950.0, 7400.0)","(9.79, 11.25)","(0.07, 0.13)","(2.0, 4.8)","(574.0, 620.0)",No,RENT,VENTURE,0
12845,"(20.0, 32.4)",female,Associate,"(8000.0, 727276.6)","(0.0, 12.4)","(7400.0, 10850.0)","(11.25, 12.71)","(0.13, 0.2)","(2.0, 4.8)","(620.0, 666.0)",No,RENT,PERSONAL,1
25477,"(20.0, 32.4)",male,High School,"(8000.0, 727276.6)","(0.0, 12.4)","(10850.0, 14300.0)","(9.79, 11.25)","(0.07, 0.13)","(7.6, 10.4)","(620.0, 666.0)",No,MORTGAGE,PERSONAL,0
2873,"(20.0, 32.4)",male,Associate,"(8000.0, 727276.6)","(0.0, 12.4)","(21200.0, 24650.0)","(17.08, 18.54)","(0.13, 0.2)","(4.8, 7.6)","(528.0, 574.0)",No,MORTGAGE,EDUCATION,1
