ID,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
7930,22.0,female,High School,59936.0,1,MORTGAGE,16750.0,PERSONAL,6.91,0.28,4.0,595,Yes,0
920,29.0,male,High School,22504.0,3,RENT,6400.0,DEBTCONSOLIDATION,10.37,0.28,6.0,686,No,1
28218,27.0,female,Bachelor,101819.0,4,MORTGAGE,15000.0,VENTURE,6.03,0.15,6.0,603,Yes,0
29013,26.0,female,Bachelor,113039.0,2,MORTGAGE,12000.0,VENTURE,10.33,0.11,5.0,631,Yes,0
30183,27.0,male,Bachelor,278548.0,4,MORTGAGE,2000.0,PERSONAL,9.91,0.01,10.0,629,Yes,0
27722,26.0,female,High School,78656.0,5,RENT,3000.0,DEBTCONSOLIDATION,6.17,0.04,3.0,628,Yes,0
5231,26.0,female,Master,65586.0,1,RENT,4000.0,MEDICAL,13.47,0.06,2.0,671,No,1
21381,23.0,female,Associate,63221.0,2,OWN,6000.0,EDUCATION,11.01,0.09,3.0,616,No,0
8414,29.0,female,Doctorate,25571.0,6,RENT,2000.0,MEDICAL,13.49,0.08,8.0,709,No,0
16512,35.0,male,Associate,46753.0,14,RENT,1500.0,MEDICAL,7.4,0.03,6.0,629,No,0
14534,24.0,female,Master,84797.0,2,MORTGAGE,6000.0,EDUCATION,15.23,0.07,4.0,522,Yes,0
30467,25.0,male,Bachelor,74345.0,2,MORTGAGE,17000.0,HOMEIMPROVEMENT,6.03,0.23,6.0,617,Yes,0
26944,22.0,female,Bachelor,34912.0,0,MORTGAGE,8500.0,MEDICAL,7.68,0.24,3.0,610,Yes,0
1068,23.0,female,High School,57332.0,1,RENT,6800.0,HOMEIMPROVEMENT,10.65,0.12,2.0,535,No,1
26936,24.0,female,Associate,109075.0,0,RENT,10000.0,DEBTCONSOLIDATION,7.51,0.09,4.0,623,Yes,0
18192,26.0,male,High School,61150.0,4,MORTGAGE,10000.0,EDUCATION,7.74,0.16,2.0,644,Yes,0
31127,33.0,female,Bachelor,84874.0,12,RENT,5000.0,PERSONAL,9.42,0.06,6.0,629,Yes,0
5158,34.0,male,Master,24946.0,12,RENT,5000.0,MEDICAL,18.43,0.2,9.0,703,No,1
27189,30.0,female,Associate,55146.0,11,RENT,1900.0,PERSONAL,5.79,0.03,7.0,700,Yes,0
21505,30.0,female,High School,61109.0,8,RENT,12000.0,VENTURE,8.45,0.2,6.0,570,Yes,0
20825,23.0,male,Bachelor,61118.0,0,RENT,13000.0,MEDICAL,12.17,0.21,3.0,661,Yes,0
11482,22.0,male,High School,46437.0,1,RENT,7500.0,PERSONAL,5.79,0.16,4.0,639,No,0
103,24.0,female,High School,37892.0,5,RENT,6906.0,EDUCATION,14.62,0.18,4.0,528,No,1
20372,25.0,male,High School,32251.0,1,OWN,10000.0,EDUCATION,5.79,0.31,3.0,517,Yes,0
24882,37.0,female,High School,103102.0,14,MORTGAGE,5500.0,HOMEIMPROVEMENT,12.69,0.05,11.0,517,Yes,0
21887,23.0,female,Master,73110.0,2,RENT,11200.0,EDUCATION,6.81,0.15,5.0,674,Yes,0
3887,23.0,female,Bachelor,49019.0,1,RENT,13230.0,PERSONAL,15.64,0.27,3.0,666,No,1
17118,27.0,male,Bachelor,54947.0,0,OWN,12000.0,MEDICAL,6.03,0.22,7.0,626,Yes,0
10757,24.0,male,Bachelor,57253.0,4,RENT,7000.0,MEDICAL,6.62,0.12,4.0,643,Yes,0
14797,22.0,male,High School,58481.0,0,RENT,5000.0,DEBTCONSOLIDATION,11.89,0.09,4.0,625,No,0
30475,30.0,male,Bachelor,132823.0,7,RENT,12000.0,HOMEIMPROVEMENT,12.18,0.09,7.0,662,Yes,0
25038,26.0,female,Associate,47320.0,3,RENT,3000.0,DEBTCONSOLIDATION,11.34,0.06,8.0,571,Yes,0
11935,41.0,male,High School,45499.0,20,OWN,10000.0,VENTURE,13.79,0.22,13.0,685,Yes,0
6840,27.0,female,High School,44271.0,7,RENT,16000.0,EDUCATION,15.7,0.36,9.0,622,No,1
19651,21.0,male,High School,30159.0,0,RENT,3200.0,DEBTCONSOLIDATION,13.57,0.11,4.0,502,Yes,0
20984,22.0,male,High School,48763.0,1,RENT,7000.0,EDUCATION,11.99,0.14,4.0,663,No,0
12141,23.0,female,Associate,91332.0,0,RENT,7500.0,EDUCATION,13.48,0.08,3.0,522,Yes,0
5987,23.0,male,Associate,60221.0,0,RENT,2500.0,DEBTCONSOLIDATION,11.01,0.04,2.0,673,No,1
6461,25.0,male,Associate,50539.0,4,RENT,5000.0,EDUCATION,10.83,0.1,3.0,584,No,1
30770,24.0,female,Master,70623.0,3,RENT,3200.0,VENTURE,14.35,0.05,2.0,662,Yes,0
3712,29.0,female,Associate,18891.0,7,OWN,5000.0,PERSONAL,7.51,0.26,7.0,644,No,1
1472,23.0,female,Bachelor,60541.0,0,MORTGAGE,12000.0,PERSONAL,7.29,0.2,3.0,555,No,1
577,28.0,male,Associate,47858.0,6,RENT,12000.0,DEBTCONSOLIDATION,12.53,0.25,9.0,659,No,1
23505,30.0,female,High School,289262.0,11,MORTGAGE,28000.0,VENTURE,16.49,0.1,7.0,537,Yes,0
13091,24.0,male,Bachelor,39788.0,1,RENT,4634.0,DEBTCONSOLIDATION,7.4,0.12,4.0,624,No,0
30055,29.0,male,High School,210967.0,6,RENT,25000.0,PERSONAL,10.74,0.12,5.0,598,Yes,0
11958,29.0,male,High School,49094.0,6,RENT,5000.0,PERSONAL,7.48,0.1,8.0,634,No,0
14944,25.0,female,Associate,72889.0,4,MORTGAGE,6900.0,PERSONAL,9.99,0.09,2.0,629,Yes,0
26642,27.0,male,Associate,43314.0,8,RENT,6000.0,MEDICAL,7.49,0.14,10.0,669,No,0
3381,44.0,female,Master,37012.0,18,RENT,12000.0,DEBTCONSOLIDATION,11.11,0.32,15.0,697,No,1
8264,28.0,male,Bachelor,70273.0,4,MORTGAGE,12000.0,EDUCATION,15.58,0.17,7.0,673,Yes,0
25027,22.0,male,Bachelor,65786.0,0,RENT,8075.0,MEDICAL,13.06,0.12,3.0,543,Yes,0
12906,23.0,male,High School,63582.0,4,MORTGAGE,4800.0,EDUCATION,9.7,0.08,2.0,629,No,0
22846,25.0,male,Master,67067.0,4,RENT,3000.0,MEDICAL,6.39,0.04,4.0,637,Yes,0
6871,37.0,male,Associate,106643.0,14,RENT,25000.0,PERSONAL,19.66,0.23,15.0,597,No,1
21927,21.0,male,High School,86595.0,0,MORTGAGE,7500.0,EDUCATION,13.17,0.09,4.0,619,Yes,0
18771,25.0,male,High School,164444.0,2,MORTGAGE,8000.0,EDUCATION,9.75,0.05,4.0,675,No,0
19042,25.0,female,High School,92790.0,3,RENT,13900.0,VENTURE,10.62,0.15,4.0,646,No,0
28685,33.0,male,Bachelor,45970.0,7,RENT,4412.0,PERSONAL,11.02,0.1,8.0,661,Yes,0
28258,36.0,male,Associate,9595.0,11,RENT,912.0,EDUCATION,11.06,0.1,12.0,620,Yes,0
27056,32.0,male,Bachelor,93250.0,11,MORTGAGE,10000.0,EDUCATION,15.3,0.11,6.0,675,No,0
15711,22.0,male,Associate,61970.0,0,RENT,7000.0,VENTURE,12.18,0.11,2.0,579,No,0
15960,21.0,female,Associate,43513.0,0,RENT,6000.0,EDUCATION,11.01,0.14,4.0,658,No,0
28936,27.0,male,Master,91233.0,2,MORTGAGE,15600.0,VENTURE,11.32,0.17,5.0,706,Yes,0
8774,38.0,male,High School,97155.0,15,RENT,9500.0,EDUCATION,7.99,0.1,11.0,611,Yes,0
22341,32.0,female,Associate,67772.0,12,OWN,8800.0,EDUCATION,9.99,0.13,6.0,676,Yes,0
14695,27.0,male,Associate,97481.0,4,RENT,10400.0,EDUCATION,11.86,0.11,6.0,633,Yes,0
21446,24.0,male,High School,45293.0,3,RENT,7000.0,PERSONAL,9.99,0.15,2.0,616,Yes,0
17022,33.0,male,Bachelor,42533.0,9,MORTGAGE,10000.0,MEDICAL,9.64,0.24,7.0,711,Yes,0
8293,31.0,male,Bachelor,87154.0,11,MORTGAGE,5000.0,VENTURE,6.92,0.06,10.0,628,No,0
7976,23.0,female,Bachelor,106704.0,0,MORTGAGE,2700.0,VENTURE,7.9,0.03,4.0,655,Yes,0
27694,31.0,female,Bachelor,55061.0,11,RENT,9000.0,EDUCATION,12.84,0.16,5.0,686,Yes,0
17220,24.0,male,Bachelor,85032.0,0,MORTGAGE,4800.0,HOMEIMPROVEMENT,11.36,0.06,2.0,562,Yes,0
24256,27.0,male,Associate,67355.0,6,RENT,13727.0,MEDICAL,11.3,0.2,6.0,569,Yes,0
7774,22.0,female,High School,32657.0,1,OWN,6000.0,MEDICAL,6.03,0.18,2.0,655,No,0
27316,31.0,male,Associate,145207.0,8,MORTGAGE,6000.0,PERSONAL,10.53,0.04,8.0,598,Yes,0
27897,25.0,male,High School,76352.0,5,RENT,8911.0,MEDICAL,7.67,0.12,4.0,626,Yes,0
22574,22.0,male,Associate,143196.0,0,MORTGAGE,15000.0,MEDICAL,13.35,0.1,2.0,631,No,0
29600,33.0,male,Associate,16684.0,7,RENT,1462.0,MEDICAL,9.59,0.09,7.0,675,No,0
18197,35.0,male,Associate,79004.0,11,MORTGAGE,20000.0,EDUCATION,10.25,0.25,5.0,578,Yes,0
24041,37.0,male,Associate,73246.0,14,RENT,15000.0,DEBTCONSOLIDATION,12.42,0.2,15.0,687,Yes,0
8449,22.0,female,Master,43610.0,0,MORTGAGE,4000.0,EDUCATION,12.53,0.09,2.0,651,Yes,0
20112,28.0,male,Bachelor,75517.0,4,RENT,7000.0,MEDICAL,9.12,0.09,6.0,621,Yes,0
6171,29.0,male,High School,30396.0,6,RENT,13167.0,VENTURE,9.4,0.43,5.0,620,No,1
26094,25.0,male,High School,72843.0,2,MORTGAGE,14000.0,VENTURE,7.9,0.19,2.0,609,Yes,0
31426,33.0,female,High School,87302.0,14,MORTGAGE,4250.0,VENTURE,5.42,0.05,5.0,618,No,0
27569,22.0,male,Bachelor,66830.0,4,MORTGAGE,13000.0,PERSONAL,13.85,0.19,3.0,658,Yes,0
15394,25.0,male,Associate,64528.0,1,MORTGAGE,8000.0,EDUCATION,6.19,0.12,2.0,645,Yes,0
17128,26.0,male,Associate,144812.0,8,MORTGAGE,4000.0,DEBTCONSOLIDATION,7.14,0.03,3.0,646,No,0
21280,26.0,male,Master,217024.0,1,MORTGAGE,12000.0,VENTURE,9.63,0.06,4.0,637,Yes,0
26618,27.0,male,Associate,79376.0,5,MORTGAGE,10000.0,VENTURE,12.42,0.13,6.0,645,Yes,0
3603,36.0,female,Master,59574.0,12,RENT,8000.0,DEBTCONSOLIDATION,15.31,0.13,13.0,647,No,1
13213,26.0,male,Master,102684.0,4,MORTGAGE,11600.0,MEDICAL,5.42,0.11,4.0,575,No,0
18397,37.0,female,Associate,90298.0,12,OWN,7500.0,VENTURE,7.05,0.08,11.0,636,Yes,0
11114,30.0,female,Associate,158840.0,9,MORTGAGE,7500.0,PERSONAL,10.67,0.05,7.0,670,Yes,0
31375,41.0,female,High School,67060.0,19,MORTGAGE,9000.0,PERSONAL,5.99,0.13,17.0,601,Yes,0
29921,24.0,male,High School,97000.0,3,MORTGAGE,9000.0,PERSONAL,11.01,0.09,2.0,680,No,0
1008,29.0,male,Bachelor,73054.0,11,RENT,5000.0,MEDICAL,14.22,0.07,9.0,692,No,1
23858,28.0,male,Associate,140407.0,6,OWN,12000.0,VENTURE,13.49,0.09,6.0,696,Yes,0
17574,23.0,female,Associate,82585.0,0,MORTGAGE,4000.0,EDUCATION,11.01,0.05,4.0,671,Yes,0
5529,22.0,female,High School,33599.0,3,RENT,2800.0,DEBTCONSOLIDATION,7.51,0.08,3.0,595,No,1
285,70.0,male,Bachelor,58915.0,47,RENT,15000.0,MEDICAL,6.99,0.25,24.0,751,No,1
29919,24.0,female,High School,145138.0,4,RENT,16000.0,VENTURE,12.18,0.11,4.0,659,No,0
28088,31.0,male,High School,31163.0,8,RENT,2500.0,PERSONAL,7.4,0.08,6.0,668,Yes,0
26090,25.0,female,High School,29519.0,2,OWN,6000.0,HOMEIMPROVEMENT,5.42,0.2,3.0,632,No,0
25360,27.0,female,High School,152344.0,6,MORTGAGE,5500.0,PERSONAL,7.51,0.04,9.0,687,Yes,0
15710,21.0,male,High School,50546.0,0,MORTGAGE,8200.0,PERSONAL,6.91,0.16,3.0,619,Yes,0
8939,28.0,female,Bachelor,49255.0,6,MORTGAGE,15000.0,HOMEIMPROVEMENT,5.99,0.3,9.0,673,Yes,0
12993,35.0,female,Associate,37159.0,15,RENT,3000.0,DEBTCONSOLIDATION,10.65,0.08,9.0,558,Yes,0
20588,29.0,male,High School,33313.0,4,RENT,5000.0,DEBTCONSOLIDATION,6.76,0.15,9.0,663,No,0
23048,23.0,female,Associate,270729.0,0,RENT,7500.0,DEBTCONSOLIDATION,8.63,0.03,2.0,646,No,0
26805,24.0,female,High School,60998.0,1,MORTGAGE,5500.0,HOMEIMPROVEMENT,11.01,0.09,3.0,572,Yes,0
21482,31.0,male,Associate,41430.0,8,RENT,9000.0,PERSONAL,7.76,0.22,6.0,564,Yes,0
20162,39.0,female,Bachelor,36136.0,16,OWN,1800.0,VENTURE,7.37,0.05,11.0,685,Yes,0
27217,26.0,male,Bachelor,91045.0,0,OWN,7200.0,EDUCATION,11.01,0.08,3.0,647,No,0
11771,29.0,male,Bachelor,85017.0,10,RENT,6125.0,VENTURE,7.49,0.07,8.0,678,No,0
11377,23.0,male,Associate,45931.0,3,RENT,7000.0,PERSONAL,12.69,0.15,4.0,567,Yes,0
20906,22.0,female,Associate,64620.0,3,RENT,6500.0,EDUCATION,10.65,0.1,4.0,612,Yes,0
2100,24.0,male,High School,77058.0,3,MORTGAGE,20000.0,MEDICAL,17.51,0.26,4.0,634,No,1
16951,26.0,male,Master,69460.0,8,MORTGAGE,9000.0,MEDICAL,12.99,0.13,4.0,701,No,0
8018,28.0,male,Associate,156854.0,2,OWN,24000.0,EDUCATION,11.83,0.15,10.0,563,Yes,0
31347,41.0,female,High School,111646.0,19,MORTGAGE,12000.0,MEDICAL,7.66,0.11,15.0,632,No,0
16517,25.0,male,High School,187045.0,2,MORTGAGE,22000.0,PERSONAL,16.0,0.12,4.0,658,No,0
5346,24.0,male,Associate,17987.0,0,RENT,4027.0,DEBTCONSOLIDATION,10.76,0.22,3.0,669,No,1
3514,34.0,female,Doctorate,62969.0,8,MORTGAGE,12000.0,VENTURE,17.88,0.19,8.0,630,No,1
14903,23.0,female,Associate,55257.0,0,MORTGAGE,10000.0,EDUCATION,11.82,0.18,4.0,645,Yes,0
19035,41.0,female,Bachelor,60791.0,17,MORTGAGE,5000.0,DEBTCONSOLIDATION,6.76,0.08,12.0,678,No,0
21957,24.0,female,Bachelor,76545.0,2,MORTGAGE,11400.0,PERSONAL,13.79,0.15,4.0,676,Yes,0
11194,24.0,male,Bachelor,96898.0,3,RENT,10000.0,HOMEIMPROVEMENT,7.9,0.1,4.0,676,No,0
23068,21.0,female,Master,76981.0,0,MORTGAGE,15000.0,EDUCATION,11.49,0.19,4.0,689,Yes,0
19774,22.0,male,Associate,34758.0,1,RENT,7500.0,EDUCATION,8.57,0.22,4.0,583,Yes,0
13422,31.0,male,Master,61156.0,9,OWN,16000.0,HOMEIMPROVEMENT,13.85,0.26,6.0,663,Yes,0
28817,36.0,female,Associate,109359.0,15,RENT,1950.0,DEBTCONSOLIDATION,12.42,0.02,15.0,585,Yes,0
22683,42.0,female,Associate,721408.0,18,OTHER,25000.0,HOMEIMPROVEMENT,14.74,0.03,16.0,656,No,0
5233,24.0,male,Associate,77881.0,1,RENT,14453.0,DEBTCONSOLIDATION,8.4,0.19,2.0,686,No,1
16536,35.0,male,Bachelor,96671.0,15,RENT,2000.0,VENTURE,12.99,0.02,9.0,680,Yes,0
12241,38.0,male,Doctorate,51820.0,16,RENT,8400.0,PERSONAL,13.49,0.16,14.0,658,No,0
8606,26.0,female,Bachelor,39316.0,6,RENT,5000.0,MEDICAL,6.99,0.13,2.0,657,Yes,0
4020,26.0,male,Master,111089.0,3,RENT,6000.0,VENTURE,15.58,0.05,3.0,638,No,1
25629,27.0,male,High School,71582.0,6,MORTGAGE,4000.0,MEDICAL,5.79,0.06,6.0,649,Yes,0
29522,26.0,female,Associate,79101.0,5,RENT,17000.0,VENTURE,13.47,0.21,2.0,578,Yes,0
21781,23.0,male,Associate,87395.0,0,MORTGAGE,9000.0,VENTURE,6.76,0.1,2.0,616,Yes,0
1322,31.0,female,Master,77813.0,12,MORTGAGE,25000.0,DEBTCONSOLIDATION,10.62,0.32,5.0,703,No,1
10178,38.0,male,High School,53790.0,16,MORTGAGE,8000.0,MEDICAL,9.8,0.15,12.0,590,Yes,0
25292,22.0,female,Associate,60983.0,0,OWN,3600.0,EDUCATION,11.01,0.06,3.0,545,Yes,0
1947,23.0,male,High School,39532.0,0,RENT,5000.0,PERSONAL,9.91,0.13,3.0,673,No,1
2442,28.0,male,Master,62082.0,3,RENT,16000.0,EDUCATION,16.32,0.26,9.0,536,No,1
27634,23.0,female,Bachelor,65873.0,2,MORTGAGE,9000.0,DEBTCONSOLIDATION,12.16,0.14,4.0,677,Yes,0
21297,23.0,female,Associate,41486.0,2,RENT,1000.0,MEDICAL,7.37,0.02,4.0,623,Yes,0
15027,25.0,male,Bachelor,216483.0,0,MORTGAGE,9950.0,VENTURE,11.26,0.05,2.0,601,No,0
9421,22.0,male,Master,45190.0,0,RENT,10800.0,VENTURE,8.88,0.24,4.0,663,No,0
17614,24.0,female,High School,102886.0,2,MORTGAGE,10400.0,PERSONAL,5.79,0.1,4.0,577,Yes,0
22029,22.0,female,Bachelor,97925.0,1,OWN,10000.0,EDUCATION,15.31,0.1,3.0,586,Yes,0
16610,24.0,male,High School,306897.0,5,MORTGAGE,9600.0,EDUCATION,6.99,0.03,2.0,562,Yes,0
9899,25.0,female,High School,120696.0,3,RENT,25000.0,VENTURE,9.33,0.21,4.0,545,Yes,0
18953,21.0,female,High School,59664.0,1,MORTGAGE,14000.0,VENTURE,11.01,0.23,3.0,619,Yes,0
6793,23.0,male,High School,47896.0,0,RENT,16000.0,PERSONAL,11.36,0.33,3.0,644,No,1
14190,38.0,female,Associate,32374.0,16,RENT,5200.0,VENTURE,13.43,0.16,15.0,530,Yes,0
19729,24.0,male,High School,103510.0,2,RENT,9600.0,MEDICAL,7.29,0.09,3.0,640,No,0
23051,22.0,female,Bachelor,51195.0,2,MORTGAGE,3500.0,VENTURE,9.91,0.07,2.0,592,Yes,0
8292,35.0,female,Associate,132966.0,9,MORTGAGE,6000.0,VENTURE,11.01,0.05,6.0,604,No,0
18687,21.0,female,High School,42708.0,0,OWN,4000.0,VENTURE,7.29,0.09,2.0,590,Yes,0
12792,64.0,female,High School,126989.0,41,RENT,20000.0,HOMEIMPROVEMENT,18.64,0.16,30.0,631,Yes,0
9260,27.0,female,High School,123414.0,4,MORTGAGE,10056.0,VENTURE,10.14,0.08,8.0,574,No,0
26867,25.0,male,High School,48103.0,3,MORTGAGE,3000.0,DEBTCONSOLIDATION,13.99,0.06,2.0,675,No,0
1416,27.0,male,Bachelor,53273.0,6,MORTGAGE,9061.0,EDUCATION,14.02,0.17,4.0,712,No,1
23168,25.0,male,Bachelor,70092.0,1,MORTGAGE,4000.0,EDUCATION,9.05,0.06,5.0,689,Yes,0
19511,26.0,female,Doctorate,82564.0,3,MORTGAGE,10000.0,DEBTCONSOLIDATION,5.79,0.12,2.0,718,No,0
13193,25.0,female,Associate,195560.0,0,RENT,25000.0,PERSONAL,11.03,0.13,2.0,677,Yes,0
23390,34.0,male,Bachelor,25336.0,11,RENT,5000.0,MEDICAL,8.9,0.2,5.0,687,Yes,0
4631,39.0,female,Associate,142546.0,15,RENT,7500.0,HOMEIMPROVEMENT,13.24,0.05,14.0,622,No,1
21608,25.0,male,High School,45214.0,1,MORTGAGE,7000.0,HOMEIMPROVEMENT,15.62,0.15,3.0,668,No,0
22868,31.0,female,Bachelor,423202.0,11,RENT,10500.0,HOMEIMPROVEMENT,15.7,0.02,9.0,689,No,0
11285,33.0,female,Bachelor,124321.0,11,MORTGAGE,18000.0,MEDICAL,16.36,0.14,7.0,649,No,0
9696,21.0,female,Bachelor,42760.0,0,OWN,3000.0,EDUCATION,15.58,0.07,3.0,689,Yes,0
26974,25.0,female,High School,116501.0,4,MORTGAGE,20000.0,EDUCATION,11.01,0.17,2.0,580,Yes,0
19997,26.0,female,Associate,48858.0,5,RENT,12000.0,MEDICAL,7.51,0.25,2.0,516,Yes,0
11810,28.0,male,Associate,47979.0,10,RENT,6000.0,EDUCATION,7.85,0.13,7.0,651,Yes,0
30690,25.0,male,High School,67186.0,4,RENT,3600.0,DEBTCONSOLIDATION,8.9,0.05,3.0,672,No,0
20923,21.0,male,Bachelor,112428.0,0,MORTGAGE,9800.0,EDUCATION,12.73,0.09,3.0,649,Yes,0
18102,31.0,male,Associate,24609.0,9,RENT,2500.0,EDUCATION,12.53,0.1,10.0,599,No,0
5569,21.0,male,Bachelor,53704.0,0,RENT,8500.0,DEBTCONSOLIDATION,11.49,0.16,2.0,598,No,1
